pathway	TE16SAAA_S70	TE16SAAB_S71	TE16SAAC_S72	TE16SAAD_S73	TE16SABA_S74	TE16SABB_S75	TE16SABC_S76	TE16SABD_S77	TE16SACA_S78	TE16SACB_S79	TE16SACC_S80	TE16SACD_S81	TE16SADA_S82	TE16SADB_S83	TE16SADC_S84	TE16SADD_S85	TE16SAEA_S86	TE16SAEB_S87	TE16SAEC_S88	TE16SAED_S89	TE16SBAA_S90	TE16SBAB_S91	TE16SBAC_S92	TE16SBAD_S93	TE16SBBA_S94	TE16SBBB_S95	TE16SBBC_S96	TE16SBBD_S97	TE16SBCA_S98	TE16SBCB_S99	TE16SBCC_S100	TE16SBCD_S101	TE16SBDA_S102	TE16SBDB_S103	TE16SBDC_S104	TE16SBDD_S105	TE16SBEA_S106	TE16SBEB_S107	TE16SBEC_S108	TE16SBED_S109	TE16SCAA_S110	TE16SCAB_S111	TE16SCAC_S112	TE16SCAD_S113	TE16SCBA_S114	TE16SCBB_S115	TE16SCBC_S116	TE16SCBD_S117	TE16SCCB_S118	TE16SCCC_S119	TE16SCCD_S120	TE16SCDA_S121	TE16SCDB_S122	TE16SCDC_S123	TE16SCDD_S124	TE16SCEA_S125	TE16SCEB_S126	TE16SCEC_S127	TE16SCED_S128	TE16SDAA_S129	TE16SDAB_S130	TE16SDAC_S131	TE16SDAD_S132	TE16SDBA_S133	TE16SDBB_S134	TE16SDBC_S135	TE16SDBD_S136	TE16SDCB_S137	TE16SDCC_S138	TE16SDCD_S139	TE16SDDA_S140	TE16SDDB_S141	TE16SDDC_S142	TE16SDDD_S143	TE16SDEA_S144	TE16SDEB_S145	TE16SDEC_S146	TE16SDED_S147	TE16SEAA_S148	TE16SEAB_S149	TE16SEAC_S150	TE16SEAD_S151	TE16SEBA_S152	TE16SEBB_S153	TE16SEBC_S154	TE16SEBD_S155	TE16SECA_S156	TE16SECB_S157	TE16SECC_S158	TE16SECD_S159	TE16SEDA_S160	TE16SEDB_S161	TE16SEDC_S162	TE16SEDD_S163	TE16SEEA_S164	TE16SEEB_S165	TE16SEEC_S166	TE16SEED_S167
PWY-5304	14112.62	14048.18	18756.04	16041.38	18913.32	12542.78	9955.62	12132.11	7478.040000000001	11495.86	10774.78	4726.38	4676.32	9145.64	7152.44	10686.3	5902.35	9107.02	7112.2300000000005	7175.010000000001	14659.4	12072.73	9800.740000000002	9712.7	18572.39	14771.22	15322.04	21429.7	13514.01	13153.27	11459.16	13853.86	8127.26	11760.1	6863.110000000001	7379.99	6104.59	7001.67	5858.210000000001	7384.710000000002	20865.4	19889.51	27346.579999999998	15721.270000000002	18278.51	13606.2	12344.68	10617.74	8415.43	12199.08	7457.709999999999	6649.139999999999	8088.319999999999	7594.74	5353.78	9466.36	10451.179999999998	10329.33	9040.6	11495.9	12128.99	11560.22	12263.86	10454.089999999998	6988.81	9322.1	9267.68	9007.26	8222.16	6133.389999999999	5565.1900000000005	9582.88	4555.23	5114.54	5289.31	4682.59	7949.99	4207.15	19215.36	14210.02	15974.03	16868.29	16147.399999999994	8200.92	11331.99	10722.84	9758.79	17741.28	10811.37	14777.149999999996	8780.02	6697.740000000001	7405.71	6452.13	3486.5900000000006	10223.47	5778.86	5328.299999999999
PWY-5345	18883.64819943578	17816.717425963863	22293.35471589186	19022.568766939894	21060.35058634825	16797.223870579484	14505.975351216579	16612.701076019508	27946.09529457619	18538.109852999532	24533.72924388296	16042.146133819248	26577.35352037036	16321.874471608327	18354.10686776471	22953.956350385302	23778.47007419522	20733.887077097454	19636.220569499965	20943.844662970114	19674.56541797244	16575.734309852007	13176.79993590759	16947.276854805223	23005.30161582609	19041.706048471817	18461.763124061607	24695.879904393852	32299.099860704366	28153.949856494306	23811.21497984223	31079.91500996251	25680.94473205953	29345.030462095267	24097.48842987796	21288.926842123397	27243.865258811926	18139.543266956585	21661.21907318973	22025.761343969134	23974.25609996137	25961.244233491623	33613.05411143058	15154.513509253022	27838.754594516657	22474.250667112094	20891.381168622793	27584.862896463736	29774.33762533906	28852.2647861482	32797.696542711354	32725.190508068423	21247.929609335748	22751.96637032468	18643.380540722712	31638.677339232192	23990.001665335287	34670.78205289375	29033.712497317898	21201.92862473451	17884.89805304682	16867.86001930084	20119.753441203848	17946.012582140072	14355.496775338059	17374.067841809225	17862.26877837357	22274.017859560474	28102.958975682865	30312.552385005678	25127.807291722012	19455.696713068537	23363.329713836683	29436.649832828258	33013.605312397325	30726.966107215856	32845.57351008486	36500.64458005757	23446.377741183027	23913.89859680826	24569.07804678051	23543.630209388848	32014.449341984247	15959.387966211338	21743.1521844532	19718.013137199785	20514.286258060703	28191.320897028265	40053.0164616296	29659.319374590657	45825.55835050388	23932.400368147733	26951.117875681957	30326.670171869497	24658.4003057799	40129.68942968282	33562.86374029755	20881.47628568178
PWY-5347	21901.70205311174	22019.40559925156	26390.39483526871	24271.51397566344	25360.28323591968	21497.049912298073	19142.872674916933	21855.186563817235	27221.11831338946	17954.397177670267	23976.41333231605	15373.149561944063	26105.638607153618	15759.642448677268	18619.278855822045	21248.92592969802	23027.74529223962	19083.288680450143	17942.502303039626	20124.103463792228	24218.726363036232	20442.952219966937	16788.941540680553	20744.224576990142	27799.39773853015	22830.095519748425	22913.25663880688	29336.1805991214	29773.991098980572	26341.812541667234	21908.846727167896	28485.181602136676	21882.592319258387	27786.058834317726	21697.640590939616	19380.548791287114	27248.861223726024	16752.880795528905	16698.4753423783	19069.99140685929	28814.78674427257	30476.84137772906	39992.318417972114	22685.16037808112	29967.010212532372	26236.2774096625	22788.365058521227	27042.55981292505	28045.91555208782	26938.105205023003	32024.96735417269	31270.595650222094	18989.451662335843	21752.779481021247	15755.509544553604	31437.539535935626	23411.222625705508	28850.052239320965	27130.173715695433	23736.912819880028	22531.238023930156	22842.000073386436	26201.52002674479	22665.51060577399	20040.630409011465	24422.229116287275	25368.898062201813	21358.052944111692	26402.17021212844	29702.740657312737	24527.490547680107	18480.14460131297	24535.320880676612	29440.83125577827	31564.033910015198	29903.084962355228	29081.48492395228	31882.14655228405	29359.037642411768	29173.471534254313	31061.68756290237	30110.543001556583	35522.54008883932	21058.267866850787	28289.98197169167	26249.891394992814	21902.279426487123	27352.046373468733	35592.400039948305	28233.592717312342	40803.85644356661	18865.888234053433	23482.26021229274	25158.43340346255	23741.122491359387	33281.723329979555	28134.918306540523	16415.493474424668
PWY-5384	365.221716606573	967.3263177065228	930.4320724266955	633.5444966320482	334.59644245766145	556.8920769221863	742.7974566107204	759.2773693378442	374.23547498613385	1698.6716107079837	1709.3881819372632	1104.1540928682377	193.17664647733943	800.1779929093267	511.86803924988	1184.8486025487978	484.74027431252074	474.9983583145021	344.65705697418036	332.9277576554694	543.143166410364	650.6064665641819	634.7422303272103	771.0060907061447	335.4077088780315	418.2850350323297	456.34427563184255	363.6153414288914	324.3757161478517	584.4854915021816	516.1112230096828	896.5266874854558	470.9103580019175	890.6288565761205	329.90218091214666	347.1732703721535	431.9891889382837	911.5042834543065	307.1651506220174	625.382958309343	336.5726663415774	1097.0875863863077	1093.716527923592	116.6646675900209	390.6585048593609	506.29940155204156	249.0663183536311	1063.399459125472	725.6469385570327	1760.106483129809	746.5447877517137	513.8009568609593	196.92520697250183	363.5224281682053	254.26082869107591	403.944016792506	894.4775510132276	368.0533621243817	384.2054935699469	268.2101902341802	195.61399531970486	709.4040039234792	444.7612844301303	412.29622379042723	145.62189260095667	283.36076305494623	390.75061335642545	72.98078467435822	275.4086327929297	213.93606978094962	197.1260168492109	142.3385748702841	305.9615965641557	595.6240796881767	568.795963569635	955.2443363657272	282.0185521198322	192.53417742382584	197.09955168035398	342.92259491009065	430.5215690603691	524.9905016518331	346.9846026604111	268.43793209320506	265.93242247491	301.6109452205281	178.3774217782102	306.64040939663	503.44095805275276	788.6816013127527	367.50679437985775	332.3313621108528	297.9932797167403	330.20249293629047	436.33773443058703	1056.1069288345213	537.8561793978863	394.3935352390698
PWY-5392	0.0	0.0	0.0	0.0	31.462316870852003	0.0	13.990815480248502	45.40935113102866	496.6845543258797	0.0	129.16364797607474	0.0	1915.6110311735524	0.0	90.79874846989385	66.39435670844888	4006.6228173440195	250.3631350108771	377.84898916556784	111.72000092068356	20.97919301460636	0.0	0.0	62.86153126522206	62.87481937221374	0.0	0.0	90.80263667611904	233.70135391536397	368.61648027778966	146.56423214549343	174.51311706967127	101.29637743046254	544.6242655727829	125.68608016174132	160.40568613116318	2907.2308599470666	87.28272771869729	73.3757715342575	27.981944837419526	41.93741099789643	0.0	24.484383280831313	55.943409025894645	108.18704332131557	31.46727732577648	111.64216721754589	857.0744022605398	73.41722647398657	38.47346139092421	111.83748527629174	5348.928399830191	90.80444563387185	108.2583105150407	104.69815211313397	1744.2602465753996	66.40462160030157	97.86062032641718	153.61600797970578	226.23022606440497	0.0	0.0	0.0	0.0	17.48715491427696	0.0	0.0	333.7910944912363	302.98063392807893	247.64339449702837	1374.9845499876878	160.34230320425726	534.0381243723837	1221.2429404278364	4494.689269283839	2899.340089024091	303.1961763367316	493.9291957274769	101.21998577555242	24.484532222369904	136.0978870068429	41.945555272183874	462.27964808204047	20.98323934068119	13.994350089615612	31.465097499269532	0.0	87.36563729415	383.1752522686005	34.976865479846765	567.2146778513778	233.3619016539351	115.26654083142435	216.2656705244887	1095.397309017957	0.0	0.0	0.0
PWY-5415	949.2862747187787	572.1611227583015	1702.0538775103005	2395.1197383808276	2074.232917327336	745.3683885567106	1649.0387078459185	2571.5273979068247	13009.038789171162	2284.2355096515694	8642.671440495744	9250.699463152541	11278.078430178548	2347.106299888881	7699.087580985689	6524.429257757326	9522.613968140757	4742.29291373349	5173.241861331481	6832.404014951756	1111.2979783686155	1848.9857866087773	1234.308596700907	3527.420231803047	2971.5653595431627	1858.5350057207465	1831.0849243011742	4568.251676844834	10973.35307976916	11436.729805774716	8099.695005114864	10012.451902847195	9669.359946347922	8701.572914528153	7312.395394070071	7285.490438117521	11851.79689700457	4476.490589016451	4246.300427445536	5271.898672857047	2428.819804563272	3290.359478101249	3032.5894032230663	3858.420367350042	3910.5240806379857	2512.315481174944	5135.609484360412	9597.08541788966	11890.465560149598	7076.837610346414	15109.571060348191	14697.658055798402	5000.79277988544	6850.130282868313	6903.524049409684	14012.553995974098	6711.58720957233	12044.2465907572	9249.758211430408	3569.160392995047	1234.5488398989473	2098.189171645084	3187.551030985403	1982.2954482075106	1493.4037973693037	3016.372306103399	3425.498839369497	9315.637850744011	9821.751553534088	12907.435582009419	11193.753348755106	5983.530243814394	10128.966511167706	12446.028462825114	14527.686300059775	12805.011009495769	12619.799924525056	15502.40499221755	2641.6801282931747	2738.2971852273886	5242.794361268846	3513.3140863641574	8817.665389073982	1963.6473568211054	3774.5215696910464	3303.5176304735146	10702.367288485484	10306.497658513963	15635.247394340906	7359.396652765539	18358.063118219216	5761.25440471538	7798.5551210201675	10159.545514152007	9790.488707862305	8017.360752572433	14168.436223211638	4488.744952468406
PWY-5417	245.56223098233497	152.01177072602573	1010.9161998953908	1889.8446503144264	249.11654834339376	325.11487431430515	867.8295733502271	1302.3916966684744	440.4452016769813	501.81574553982665	555.6122497656964	1408.6934522926597	211.13085744445434	493.812007546799	503.23923790467455	750.0251744456627	503.3797718175101	713.5091059156772	806.4804364227919	632.8434568175375	524.2490870269919	167.7120910535439	411.23324175616176	1978.7763850753806	920.7181210899619	454.67594814534266	750.6265967139775	708.9212334754012	721.8770740069042	2401.7107197293467	780.5245568308051	1509.4236933035704	617.7531084929111	642.5877656797945	994.1497867195435	850.5388481285096	234.24519933951248	461.98959058570676	642.2746520061952	956.2466447671727	1175.502050746807	611.7831013095191	1214.849209627269	750.4439703421416	1828.2555242919761	1560.8136893006802	2453.0742483167255	8645.36354946065	1096.9525231385899	1744.389748241947	667.1869794971982	263.1878659738429	327.5106460296604	517.1632260996604	4535.357585602255	671.8423760460935	675.0780564213959	5927.710494087086	1791.1759365267435	837.5294758533691	815.2904937437553	1322.1481732212667	1741.4540263783033	512.0091574882299	476.6858417953311	685.2480524403155	1105.550549393966	382.047062348438	1131.9262211730133	753.1751409560862	218.46245638680404	680.4638520121578	2669.7705539140925	2304.920876257127	482.1164564490659	575.4352597298423	3411.4312065571303	5026.978735967278	818.2998464791505	1804.7749690256876	1739.7484417143135	2323.5851632547287	2237.228523082918	824.2092155524459	1931.5560547799294	1895.2380508031576	561.8888139502014	1071.3356165161317	6546.5863666639725	1782.9801002471856	1760.163696499517	466.3298122189101	949.9142626594868	2728.316170984343	252.1999824590105	1091.2244820576968	7071.348307782311	1242.2731781546481
PWY-5419	662.019326754438	343.8429004883859	1205.888056391934	1945.8208722140755	1606.9460190007683	587.8731500684285	1212.397114121763	1638.0391945758986	10150.395323835231	1331.8224208515874	5695.8925878134	4970.814576201015	9847.932819049272	1368.3832759850875	5448.468283232718	3679.4013049972186	7968.9193322343845	2853.3186421141127	3337.4988480846187	4727.142859638063	798.7037902027274	1406.563640655714	970.9952915983433	2709.5722619566673	2288.429316728076	1428.501015138723	1418.717477556686	4114.66564717389	6800.842446660608	8006.244081515237	5061.909128390431	6295.720859330499	6176.535494410269	5376.052917185588	4820.70786447007	5215.668815909632	9567.563984370003	2454.3658346098155	2171.475792731829	2669.0196649270824	1764.6389882517428	2717.963451679028	2391.3464451254426	3342.9454578743193	2515.827228493431	1528.4710054910893	3360.5752720628725	8421.727141979118	9449.834404303137	5275.120557297567	12075.081588975208	12474.783119783882	2218.353258102697	4161.604660189526	5655.7728483841265	10490.607636951505	3404.768397327189	9051.190000060216	6806.070689179909	2803.8231726111917	954.4632069163814	1607.351537279426	2439.0438867154735	1124.0125038465587	973.7774368148687	2312.6615836871665	2647.9110487694384	6617.5251728373505	7616.993040422439	10983.418677992162	9389.51218193165	3387.867333175199	8402.367883465296	10561.98695700916	12519.868177062262	11518.864595276988	10065.93380778396	14957.239364750882	2211.474572309601	2328.0528626286336	4557.396848999296	2946.8695931176208	7361.860644368028	1471.3931292766345	2909.843381099648	2694.3324170863275	8665.71267678759	7342.799298960333	13054.185851341079	5585.81458780927	15178.964174160677	2841.441515562958	5689.709395026435	8279.47199051914	8872.986287048909	3980.6714089186185	12364.444356527825	2999.0001172824113
PWY-5420	798.5359152116281	435.5856906870593	1441.9142982691453	2193.3601312461096	1832.2348277131123	683.0238756498089	1426.099818186115	1993.101687808293	11449.706648956708	1692.2131570482595	6874.0637812141895	6857.578802743906	11029.922000940742	1730.7658202325304	6433.149513894524	4620.339122345157	8609.757513013286	3510.0968931693983	3970.026815111566	5551.883105328416	953.4687954683144	1633.3302678564432	1119.1148276537947	3089.446995373698	2606.8906234183955	1650.8126580877429	1633.9959993916368	4331.293449725777	8282.301503492843	9425.003482750732	6197.895476128721	7671.724670793657	7313.647670062458	6593.96032834407	5746.722698447466	6006.581507744618	10899.464571447259	3102.8052733628538	2772.755033037913	3440.043373419995	2061.2700064925025	3064.6161125408903	2735.8187265372353	4009.655586525749	3083.5689223686536	1908.7654042130378	4032.9757026458287	9073.585495252917	10493.225713907754	6085.647331614687	13600.333719227587	13817.353901772736	2966.072218318828	5101.434776098869	6278.149772636022	12188.066588889593	4412.323948354157	10239.609788888492	7839.125296509398	3150.7723919116697	1107.3497880963178	1849.5805767311049	2801.157181086001	1425.4982120375187	1187.021202332057	2677.1608106616086	3035.6139035940523	7750.393935920317	8565.995112416625	12276.516000649048	10472.766795373476	4286.003135455954	9895.543663606157	12120.674393927584	13403.910657341487	12477.731727993443	11086.164639639761	15240.27019354788	2401.9722810548087	2560.8974718469776	4969.099921726272	3256.4383271532697	8111.764192675044	1705.8778931661295	3325.5306777205706	3028.758826988805	9945.825640636227	8699.061997703238	14229.302954548706	6425.351288682991	16411.936335545495	3644.0656027018526	6490.799402371489	9017.20069012539	9864.03415906337	5102.552598481258	13214.975260541223	3520.8373186832077
PWY-5430	236.70492930337733	174.2845808058302	881.9845280620689	1630.926166271553	247.42508032786583	300.06442260707524	841.7387912842353	1170.4173712945426	1111.3376554153085	639.3927864287264	908.6186089988802	1242.1381585382426	526.6644203586632	725.4509151888842	1128.9958876164274	1438.5990728893028	547.4963185781447	673.6418131950383	838.913804083708	644.6549882273963	452.9785864336856	186.60008029425558	394.6499212317022	2086.4880520003258	1011.8429022533203	473.210877224065	742.9807853892673	846.9909745176876	1407.3187621540396	3954.5259280181945	1446.079480452522	2659.9093160138846	1531.3695491279793	1125.4916014564144	1644.713164158909	1624.010262165003	359.48090797570995	658.4364524821636	991.073444890559	1438.951494771465	1103.5864463793953	674.9704080148299	1193.2599427008372	924.7571525398376	1948.4284992560938	1347.6890521424443	2642.520831406738	8035.108348618162	1515.687142790624	2690.5364507418367	1200.0105729585807	413.8108401648116	486.5550342019719	915.9109466526445	5000.840790820905	1016.4520034126825	911.6671620566991	7188.17680688032	3108.9777810225555	977.4924796395885	692.3016401486035	1224.8553370539012	1852.8919658614063	535.0158797659855	536.073190592389	836.1703449211868	1313.814793847203	628.7831149596432	2127.188348536406	1417.5910455646176	536.7121747724517	1137.637599399858	4531.414831919265	4233.113636637383	1030.9348709570834	1150.7623652929153	5477.79165318955	7954.018890462269	906.7021422312383	1729.8522361952453	2071.006594107258	2237.2717492390743	2910.6669824191076	929.9692159373193	2341.1851117424944	2265.561304710735	694.1996319726312	1964.3072868649874	8969.540224195	2876.4822231406474	2284.883196063968	596.0766537585946	1237.008196256827	4340.6810781521735	186.7320695508269	1842.380879471262	9160.766804398008	1881.324281667313
PWY-5431	245.56223098233497	152.01177072602573	1010.9161998953908	1889.8446503144264	249.11654834339376	325.11487431430515	867.8295733502271	1302.3916966684744	440.4452016769813	501.81574553982665	555.6122497656964	1408.6934522926597	211.13085744445434	493.812007546799	503.23923790467455	750.0251744456627	503.3797718175101	713.5091059156772	806.4804364227919	632.8434568175375	524.2490870269919	167.7120910535439	411.23324175616176	1978.7763850753806	920.7181210899619	454.67594814534266	750.6265967139775	708.9212334754012	721.8770740069042	2401.7107197293467	780.5245568308051	1509.4236933035704	617.7531084929111	642.5877656797945	994.1497867195435	850.5388481285096	234.24519933951248	461.98959058570676	642.2746520061952	956.2466447671727	1175.502050746807	611.7831013095191	1214.849209627269	750.4439703421416	1828.2555242919761	1560.8136893006802	2453.0742483167255	8645.36354946065	1096.9525231385899	1744.389748241947	667.1869794971982	263.1878659738429	327.5106460296604	517.1632260996604	4535.357585602255	671.8423760460935	675.0780564213959	5927.710494087086	1791.1759365267435	837.5294758533691	815.2904937437553	1322.1481732212667	1741.4540263783033	512.0091574882299	476.6858417953311	685.2480524403155	1105.550549393966	382.047062348438	1131.9262211730133	753.1751409560862	218.46245638680404	680.4638520121578	2669.7705539140925	2304.920876257127	482.1164564490659	575.4352597298423	3411.4312065571303	5026.978735967278	818.2998464791505	1804.7749690256876	1739.7484417143135	2323.5851632547287	2237.228523082918	824.2092155524459	1931.5560547799294	1895.2380508031576	561.8888139502014	1071.3356165161317	6546.5863666639725	1782.9801002471856	1760.163696499517	466.3298122189101	949.9142626594868	2728.316170984343	252.1999824590105	1091.2244820576968	7071.348307782311	1242.2731781546481
PWY-5484	19941.610661747378	21313.370571395408	24655.87553468076	20017.550048320343	20025.66729883124	19545.128479123967	18058.10726207981	19560.26475551369	29686.890515206025	24341.16790978475	29287.803544790608	22326.267480060284	27450.198086858025	20453.681795096592	22236.169352729295	27698.111348250055	24132.221016531206	24365.806794552336	21472.678222402672	23819.14377105153	22513.712279236905	19053.50723178892	15590.194888474029	19695.51426493938	23019.987258729892	20233.1707200126	19109.201388562054	24237.767401865534	37613.997072266015	33680.2445850518	29185.958279159775	37342.73309185587	28128.846441215275	35075.019351628005	26768.199962495182	23614.753325507187	29551.72258897782	21880.166750750617	23580.046211373126	26082.083016761244	25773.316095245806	27367.970688243517	34090.33333172124	24966.25425029894	29227.166671482762	26298.84176574785	22726.187024219667	30846.222601885038	30213.899126936456	32882.54757061323	34202.261982532014	34099.31150568378	24765.926990962827	26309.34315637748	20902.492158442295	35400.05085532722	29734.216271251935	37016.11935547169	33370.044632774705	23732.357976290205	20548.20569147884	21822.702563164643	24054.112771257303	20694.63144544812	19466.51488695578	23093.244884977063	24286.890024546174	25649.4045830832	30649.303154819245	31417.580644445872	26372.95438506721	25106.956643328394	26749.50097572692	30831.88474876633	32572.767243261813	30742.937266790042	34766.16119430439	33683.92886562028	19973.020110955073	26245.18575416822	26576.517167957292	25888.68214672999	34269.86824099982	20926.516712467605	28030.214988150678	25574.06694655171	25659.730360340505	35900.46765854222	42123.02069119746	35102.04204846641	44535.0704328832	25081.526209940617	28696.70703852806	30259.209293454067	23959.21358048205	42648.62315842382	33366.26007924462	22433.391004649056
PWY-5505	8618.658309088476	10694.232706550294	11067.894039601008	7067.94358924722	4958.810080217365	7876.547409722119	7390.929672866018	6153.931492157838	11255.973479655495	15475.372831409297	16026.358791090313	8243.689091113343	10277.346684204456	11394.998383175396	9866.50810677374	13912.64312311173	9207.249637668845	10040.083389941039	6953.359463146355	8354.694052787874	9376.684826773051	7682.335228626175	6643.284104464709	7294.63250442286	6397.30790520446	6879.71507899714	6358.422199284971	4533.0742267018095	19626.394820306625	19219.272894807913	16195.549445198185	21188.06838989613	11569.150748858081	17063.756612745074	10797.487851500708	10459.272049234203	9029.55908227428	9658.319852377244	6946.62354458076	9515.709399565601	7689.005625581547	10475.994130674704	11273.306396231135	1518.8974776893435	12800.14112176115	12082.404401117612	9101.781768812578	13606.651848483883	11192.534521126403	14177.533218068342	10312.016844679189	11131.198703154627	11318.147690768425	9956.338287544615	8106.1012063070675	11934.210417770788	13640.143610033736	14777.372708994708	12284.052012444416	7102.562281484471	7901.9566755420565	7512.55796451369	8527.857505226862	7671.799547686949	6203.730672671604	7465.748631586798	6805.103024832685	12181.732252146046	11032.196853455887	8011.942657541206	7130.493056127246	13293.922551110538	7984.866819547857	10127.157795920946	10936.226980668976	10060.372181376524	10123.493234616033	11577.255219895447	3154.9528338591635	6948.212705115763	6894.976084498916	6396.515348348455	11560.353579604754	6498.80906872682	9331.035783554255	8648.085367056023	7885.106028223151	21062.31385876403	15589.738733304182	17554.927194369167	11704.338094390858	9275.462340102855	9896.634690420911	9313.162617717302	7800.754787411643	13426.932649961067	14243.387297528208	6476.018549281074
PWY-5507	665.8590405497066	1926.3924593645288	1741.8637138889414	1013.6446855864295	261.2473515300612	1073.3050919037362	1395.3933771173158	1059.3588535268575	2347.104649615255	6054.046446202213	5937.299779646576	4543.902292738452	1393.9893138519192	3824.3989497485873	2765.3175613869203	5569.969506004167	1481.0059836565454	3937.791542124418	3720.8157308867817	3556.244138208704	1902.5893445376614	2098.756834313468	1667.3085418155727	2189.250431852713	699.9450636719362	1079.1673796338018	1390.9705811072022	915.4092119548358	2749.6995531440666	3093.810650754929	2285.251710858617	3060.3855124444626	3949.919626228166	4735.511658776808	3252.971765624697	2678.7617200599975	2869.311090967678	3835.670196409577	3216.962645003358	4838.152182514397	1091.376429376017	1800.2400703247806	2344.485787173094	157.05067102030364	1176.7528230476757	1836.3557083959677	1307.9353929489612	1584.2294810545068	1656.1426948075352	2007.1127085203661	1680.951862923737	1379.4327314184222	2947.7004946268294	3354.36954054591	3082.1632889008656	2625.849910100565	5989.503590391887	4399.816414737791	3611.2783117097933	735.2983723747461	867.5499589234739	1577.1989642537683	2184.369820568852	459.7421824832492	227.98195683678466	635.5098957544847	421.5164209753812	598.6715376708077	2460.826493967679	964.148915074323	888.0889372788386	2102.4883349580255	1784.2170904434324	696.7694743915289	916.1795829551238	2208.9774841809344	5265.816098896538	612.3167613966292	967.2300829196788	2291.7923183628727	1628.7531069943368	1909.1624958041634	234.66133249876964	1494.9284361512962	1071.9852390784185	1503.573962668092	493.19371035197753	2111.89763204463	1485.7522167373645	1953.6941248702954	1607.3820003027117	1397.0476389699118	1437.010512989368	2053.4001268652783	480.08521662655784	6478.8786627231675	2910.661609170584	2963.027534354119
PWY-5509	12850.558951547713	13342.436729945091	16339.400971771227	16074.115469252334	15689.714863292653	12581.22063180288	10411.695814916748	12767.15272550798	6881.866387217893	9862.21365194214	10763.346165506935	7327.44482884471	3422.2788605307674	8397.772733390242	8878.527468910854	11775.413306294375	4709.044604133416	10607.233501293706	10084.193788988596	9651.26905425256	13157.022992706896	11559.588448779235	9097.579123614427	11174.31841750337	16929.962985871094	13916.930127287525	14126.164766384527	18685.163753378787	10025.28275792895	10274.591942479252	8803.159054855847	11689.250869586745	10457.95274070994	14011.894502611884	11180.744926697786	8865.784714575644	6210.233736562846	8962.395294857417	11611.58383490993	13814.92767060619	18128.69766482715	19918.94840569592	25823.316442171366	9425.523112035558	18044.590904368903	14050.951369268674	12915.749811606769	20139.182327177456	7894.708519673567	16175.576934208195	9016.552356335085	3069.15486782533	8361.768697869658	11233.885952378596	12991.491737405457	8599.524599662043	12811.611885114276	18638.226017398694	16143.90208310294	12539.70549029647	11585.475547461729	11499.823635431232	14780.737958129499	11653.969156982985	9137.447107690808	11930.581423381764	12201.021985270438	5761.479640366334	10478.773349143568	7370.495334834052	4314.282073297946	9487.200929648103	13371.950967069677	11199.673869408878	4688.420641022474	5978.865872994887	17403.247833902602	12672.353770149373	19776.3866909328	17072.21134173852	18581.421020260983	18243.508916552157	18112.45468916072	10007.531823120908	13851.052106251645	13641.321977970278	6556.297853833655	12881.799065117151	16016.892374180665	13886.919915538365	8495.85033543254	7726.385773095262	10898.646572793592	13233.345857401286	1725.7036261384076	20403.701527528414	15463.286403235612	12065.825911026555
PWY-5529	12.5234481932313	0.0	27.36843926523322	0.0	0.0	0.0	21.53175293360761	18.444091014495644	83.81892632930446	31.87081990694944	0.0	19.38213161548004	0.0	184.97942378008722	33.835928035572216	67.8094814470497	6.470385885549216	24.605312061621728	61.90404496794276	0.0	0.0	37.60245717692127	0.0	222.8061767387312	0.0	0.0	0.0	0.0	44.39867389111443	19.081973618227988	0.0	50.63162661411476	0.0	31.885764381321657	0.0	99.23871797973703	0.0	61.17215061851741	0.0	0.0	0.0	12.202598778595986	0.0	116.09899293764495	465.03536320618105	299.32803677553784	91.36165955170775	453.3248723152713	89.2630614377107	37.973322080038464	35.33746766305015	24.935063024146626	0.0	85.6465488478514	180.75936482641782	0.0	6.4684241961536	0.0	86.6746961941075	183.84361716470482	23.355877907249763	71.0930624940419	436.4679913652434	36.796353722752116	18.11514845201793	0.0	75.0718766668948	0.0	0.0	0.0	62.038810443220385	0.0	54.81068396463631	20.982642124791376	129.28897394622112	562.609123390141	52.41846788838555	0.0	0.0	0.0	0.0	0.0	0.0	21.24250953393269	0.0	54.042095410929484	0.0	30.374376831622538	0.0	80.02942753447199	134.58652345197063	62.69835966045077	119.45223466606178	12.661119558411109	45.46085146986845	80.89127817414959	117.33539365307252	48.447637371252576
