pathway	TE16SAAA_S70	TE16SAAB_S71	TE16SAAC_S72	TE16SAAD_S73	TE16SABA_S74	TE16SABB_S75	TE16SABC_S76	TE16SABD_S77	TE16SACA_S78	TE16SACB_S79	TE16SACC_S80	TE16SACD_S81	TE16SADA_S82	TE16SADB_S83	TE16SADC_S84	TE16SADD_S85	TE16SAEA_S86	TE16SAEB_S87	TE16SAEC_S88	TE16SAED_S89	TE16SBAA_S90	TE16SBAB_S91	TE16SBAC_S92	TE16SBAD_S93	TE16SBBA_S94	TE16SBBB_S95	TE16SBBC_S96	TE16SBBD_S97	TE16SBCA_S98	TE16SBCB_S99	TE16SBCC_S100	TE16SBCD_S101	TE16SBDA_S102	TE16SBDB_S103	TE16SBDC_S104	TE16SBDD_S105	TE16SBEA_S106	TE16SBEB_S107	TE16SBEC_S108	TE16SBED_S109	TE16SCAA_S110	TE16SCAB_S111	TE16SCAC_S112	TE16SCAD_S113	TE16SCBA_S114	TE16SCBB_S115	TE16SCBC_S116	TE16SCBD_S117	TE16SCCB_S118	TE16SCCC_S119	TE16SCCD_S120	TE16SCDA_S121	TE16SCDB_S122	TE16SCDC_S123	TE16SCDD_S124	TE16SCEA_S125	TE16SCEB_S126	TE16SCEC_S127	TE16SCED_S128	TE16SDAA_S129	TE16SDAB_S130	TE16SDAC_S131	TE16SDAD_S132	TE16SDBA_S133	TE16SDBB_S134	TE16SDBC_S135	TE16SDBD_S136	TE16SDCB_S137	TE16SDCC_S138	TE16SDCD_S139	TE16SDDA_S140	TE16SDDB_S141	TE16SDDC_S142	TE16SDDD_S143	TE16SDEA_S144	TE16SDEB_S145	TE16SDEC_S146	TE16SDED_S147	TE16SEAA_S148	TE16SEAB_S149	TE16SEAC_S150	TE16SEAD_S151	TE16SEBA_S152	TE16SEBB_S153	TE16SEBC_S154	TE16SEBD_S155	TE16SECA_S156	TE16SECB_S157	TE16SECC_S158	TE16SECD_S159	TE16SEDA_S160	TE16SEDB_S161	TE16SEDC_S162	TE16SEDD_S163	TE16SEEA_S164	TE16SEEB_S165	TE16SEEC_S166	TE16SEED_S167
P184-PWY	0.0	0.0	0.0	0.0	0.0	0.0	17.859290030483503	35.76962361978276	0.0	0.0	13.108544158090915	5.821791683442577	0.0	0.0	0.0	10.683846144824303	10.292382515664626	15.536926270619238	24.265646165431193	16.33743338581978	0.0	0.0	0.0	61.110753045584566	0.0	0.0	0.0	9.328278682383914	0.0	45.12806258894145	8.266762447948718	0.0	1.7844403968914098	22.302125296561627	18.448483657095828	8.228242193831832	3.887224839406882	0.0	6.57868495333213	0.0	3.816527649618954	0.0	11.825704217658458	0.0	0.0	5.703987263352095	0.0	16.09003066514458	0.0	0.0	0.0	7.673617857150133	0.0	25.721325963140558	13.340792593342188	20.14686199012635	0.0	61.66569372038865	3.227240253733084	0.0	0.0	57.07228375605964	0.0	0.0	0.0	2.201057759678371	8.16676918124536	4.299366634930187	0.0	14.212499942709004	0.0	0.0	14.291391033582153	3.20163456615228	5.496688539136617	0.0	32.38729134838445	45.711160979709014	5.344927252605766	0.0	3.9854303688838293	19.33840380420536	0.0	9.694037631370403	0.0	0.0	0.0	15.457623681394566	54.94857856918099	0.0	4.634442120700619	0.0	37.664903089237754	0.0	0.0	0.0	165.19132573571824	6.430256556417482
P221-PWY	256.0135755228959	129.11434823376555	890.8042606427509	1808.0250032394388	307.6794421051613	233.89036537737508	850.3438245799335	1000.8967359744355	3145.639138184254	1265.7120872659025	3305.831838312814	13381.87749454465	2664.1751956885305	1502.033177022133	2478.625273514123	3226.618348769579	2093.094766970154	2200.7163887596325	2630.5113477572954	2966.5268636879264	413.10637996652315	268.3233951486332	312.1850697878018	2534.8599880443353	942.1681105567269	402.0273166231515	653.6472186179285	827.1563514397199	4616.165687534008	4608.590664728262	3475.0992563287246	4179.845538050526	5610.382248992239	3890.2118097297293	4172.4879875747765	2600.78708329133	3942.3781475534706	2473.8694861741137	3544.6840247523974	4114.820149866003	968.7305321290853	432.28350209187977	936.6267490448045	556.9216691289735	1632.2908616325471	1683.263856643062	2832.557147809178	9336.601434017715	2573.607691322584	3132.167576257766	3413.5103498690023	4793.746076638344	3461.783547886158	4260.833030220057	6254.763286513872	5193.970872188534	4281.219868948133	10854.237699075375	4859.676686470247	970.0260534822061	695.6203384522805	1271.6650014687539	2190.857997670261	1086.07259317148	616.0011204707312	802.481939117804	1361.81120116053	2308.9796865890808	3475.3215340275333	2839.7091539841927	3051.8751297139856	2936.013431402542	4666.564461569114	5435.3230260091195	4544.051445733342	2631.859900370631	9578.231421806142	9313.099484289776	755.7116610642715	1641.646537433928	1661.1766441300128	2251.5823837825174	2136.3789426084486	887.727187689452	2394.8850802967804	2419.8835120206586	2094.0148074707845	1303.1921725878674	11993.785512198134	3689.8526293000214	10883.695254513808	4010.075213392937	3760.244397574272	6137.392548192769	4345.593708279108	7579.557209544274	13046.916879608538	4281.164462207048
P23-PWY	19472.66873054939	18604.649716912645	21544.573876472925	17228.902615133356	16288.7532100285	16916.839763825486	15604.825059401504	15108.917993181403	28311.930230799117	20862.00917717146	28009.6516783745	19102.498755105167	24657.110342060354	18140.264728645667	21475.87857187979	24582.752454778383	21293.627756749273	20807.874915428794	20058.839570097523	22102.076333433597	19009.161921127583	16524.50188359129	12734.27158941246	18379.194161150263	20989.35214511144	17654.633027508808	16099.962478267362	22918.65031435781	35346.627334165736	32466.669717051678	27073.91966564152	33984.842278822776	25685.69324472932	32762.282056050568	25681.302019064984	22451.019600890046	27222.2239884832	19335.316358529457	20669.74369709829	23067.26479066905	20408.13363685889	23724.900524062763	28405.999946502783	7576.479995974836	29156.488358409366	24626.95586787622	22642.209988256604	30058.24668385015	27654.603340354624	32138.033041166345	29914.108170481188	26947.070211945087	22744.48723364525	25724.680671341095	20205.225690894764	32408.630988587436	26532.29318232312	37555.8354516248	32012.22159982684	24211.33459824608	18271.972055001832	16662.803810463	21327.71276788143	19939.21959113971	16875.76890356813	20493.511185103052	20827.29299074112	23586.601382956338	29887.950579145745	28343.25550455789	22263.141672937814	23076.961897980673	27319.03372628796	28973.86838173922	25846.836712584678	24263.90599973208	34018.78143964775	26267.90195435117	19778.6820247585	23297.115115654928	25066.289215934295	20315.983995833052	35480.74520209788	17313.665136891195	24510.285216774853	21778.75914509769	19785.937891489102	33667.85121182	35203.043089070416	33204.399624791455	36794.35395437596	24311.045383952227	28083.65637152183	31629.49982091084	15649.917720273736	43541.67485690205	30643.089051771385	21451.190410449544
P241-PWY	45.13492463849528	0.0	4.2687622482631475	5.831134912678732	57.01691424787194	81.01122071884126	6.144421574990425	40.159441575594684	0.0	9.582688214959418	6.998333968012187	5.049818679661488	11.323214338475422	46.80550973298057	10.795080938616014	11.521045005622385	16.680926373666832	59.04301148478816	85.22866087004647	68.36141261588793	87.3020818195941	74.7866858644733	3.4989896657236885	15.53524637520446	11.65131312280554	105.04276129844611	17.864225919933144	39.639833484674355	13.750590543717102	18.593602943603653	3.114419766470838	9.725952033904898	20.96903416072745	95.0316967934289	10.111150158103442	11.646351063758669	16.270592196549522	18.652306408169192	12.443816200484076	43.750498486031	77.18503111836581	60.993219099129064	84.50620229833984	0.7814739955632242	41.385888767869446	48.882032909619866	28.058114482142003	38.95686435780395	27.880899469737667	37.238379521181315	37.21040094684702	0.0	17.859846630959293	18.99725367922183	14.37884303166568	31.253260250857068	6.61372432419747	54.34930576000792	29.809877899384915	154.6230093356741	160.61265179854936	6.612852342825339	86.93039807303708	85.71573484500794	72.92136187002835	53.16590863706341	34.26104742867906	10.486383324543732	42.730704924221996	64.62108957748622	0.0	6.216988077925146	22.934667701644287	17.180511695890903	48.201060039152914	12.43019468255518	59.67654245229051	73.93187669412272	97.08868959617513	123.52084959685985	133.16285495561345	75.35726564276008	22.522843298995856	374.093200404693	143.54962083986243	111.18683966532518	10.86576188446566	8.545039661353465	32.566164448585646	14.771998569017791	1.166500172678051	20.104874614992635	56.75719042342732	0.0	2.3317097609173647	22.937667863575545	49.60564689543392	24.096358488639666
P261-PWY	63.25583688798675	0.0	29.911483298566406	28.590294198007843	67.29302672732821	97.35087797180279	18.636501971588615	49.046663240496166	25.204718954087845	14.299481575014973	46.43183086504535	17.256852673511947	74.69810007216016	96.91414163579668	38.08619669345938	73.94816497830823	82.72234056533928	137.9928077690578	249.44399979592347	201.49601143645583	123.18988625590076	96.57535905693906	11.978414726888625	52.996905884913375	51.7356203862939	150.53983051384782	26.288819678301035	58.89768345990079	58.35091603387858	27.92503902677339	10.667834400666525	33.247253920720055	74.28965629440418	173.5414973991984	73.7021461864466	68.93276146740506	105.41715915106175	76.22203639977721	80.00352119907343	147.66598305785618	132.22947432175488	81.30465829289705	131.00217134486806	2.677143653633586	58.12591986527515	80.18648308384806	49.77641332975362	93.30446976158274	67.34380407469254	89.7858601462627	125.6744037697475	46.18804113584984	26.196929235005573	88.10901046350929	48.89919529831012	99.85719342976941	51.03411135138329	210.35897487063474	94.72089199102402	203.82346222427023	184.23382076135817	38.48716399523431	164.9142031581789	130.40309728964058	97.64089772159362	63.89460277488812	70.75762324650697	35.8121060677352	138.67740245533577	234.9179280293362	13.940104737060246	31.206015072606796	77.34466127108854	89.07036563465957	140.07589090008014	42.246658717563285	209.4516084018351	242.97675050085007	131.40458766293656	180.32123121406767	186.31265845493277	89.98684811852604	101.20802910351514	441.5201349662719	165.6310625939101	139.97012465406945	37.140990800065836	29.280314603647923	127.06375455424829	72.37135847577893	4.99547635124353	22.911023909480893	63.45529496427474	0.0	7.9544315597319075	78.23528766488143	179.23875095759178	133.1657193573045
P281-PWY	677.3351754124686	382.96952021313774	771.7625138007387	712.5178893517048	744.7632694754669	684.7433734502923	872.4592359375365	862.6819828667658	1949.5194250685504	361.8600903224791	835.4208363428216	745.2950467133118	2286.4664997586397	465.748818148429	788.1671307570999	1344.6184545193598	3010.170065980311	1189.9675307826028	1442.28858797068	1089.9048584273041	776.0869672207342	714.7128252802963	428.2143721122176	680.1097131453497	841.1156263651254	828.9715715290579	764.1766080711411	1157.7815104142492	2260.295611202193	1890.3114432332977	1074.0914563339784	1492.6531956150882	2387.4077649643104	1506.4867585350971	790.7664160036713	1278.5908914039899	2381.190630522933	688.874772938219	638.1579486742102	765.9285373645224	937.0863583650283	820.407350075898	1766.504790272799	708.4864001343823	1076.0417066884697	721.3687718378875	1072.594633817565	2024.359751162893	2279.3651467321056	1180.205634304523	2075.888640749626	3624.1693643892754	696.4841733812368	792.3044366756848	597.7231005452647	2794.0249123287517	828.7429734572289	1702.2384910169483	1128.4666800667308	1444.7245464102853	382.497478853417	493.49616987692343	928.9422134112697	798.6246487017587	527.3605945808446	540.9313593712544	785.7232674571136	1940.9859807403877	1660.9176408347996	2527.007176387262	2333.0461104356837	1169.5465757841946	1456.0382937971706	2645.62191794054	4137.284544981721	3000.5628955322563	2196.9818946714217	3134.28956825071	1296.8761339305481	1142.2247860400757	1465.7805961547144	1041.5488035381145	2934.794076007052	767.1397192301474	962.615543706209	1011.1727017761854	1371.9528017242212	995.2010026008128	1461.9906918399317	645.4822903715445	3038.677331801107	1359.5705462148107	1213.0051480486018	1736.253893905083	2396.5765593522005	781.2610243797104	2013.1180087315533	321.4478480366435
P341-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9995621616744295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7497804830039243	0.0	0.0	0.0	0.0	0.0	12.49671761620341	0.0	0.0	12.495646600692513	6.249059436706986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.998489522940895	0.0	27.488106166721288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.990822351756904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8249844312170254	0.0	0.0	34.97825226560611	6.249564634255117	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P381-PWY	501.05947979051143	518.0468486172593	897.1804230191922	724.9593337515306	224.63418091784945	160.42072281601438	827.133061973465	856.614183814642	2720.131505137602	4100.367830910181	6248.547012818385	6368.696589566925	1857.3429764109483	3273.4397821335915	2818.6463794492815	5814.431660878863	1970.0438642331126	4050.84852558711	4083.511294408629	4048.219634278389	796.0842996757268	1243.4224236214725	515.1490795296774	1902.4017621298065	562.299316259413	734.125600174223	764.6345140322579	805.2337385052651	2940.160704188556	3344.6321405549797	2496.151636524247	3425.3812993600895	4043.179401762337	4913.299227713921	3439.3190128983288	2785.3485756508803	3476.347505032561	3803.2616386349714	3533.468540057147	5066.545467782527	862.7407610169026	760.5458486862775	1475.8577365799263	141.6108861861956	1044.4717661710301	1542.9080258524643	1258.8568040488638	1435.9002018355623	1982.7505198249014	1938.581785777585	2009.0343466064692	1936.23181877553	2996.90237532539	3440.541242745251	2870.771235421765	3333.4923526695197	6227.4029927883375	4962.85400598192	3957.0514966295736	676.430054724458	725.4757552837873	804.4123640375632	1770.3193241017593	425.990633646106	206.66206773244554	564.7259001821269	378.4479980343417	620.6226565829016	2595.166118221463	1013.6309308532616	987.1090056260589	2212.4509364888972	2062.238518447016	753.5466606944844	1016.3584650894431	2850.3108703234293	6197.590685920798	676.1698579491402	781.9440944637984	1745.8641144000253	1167.5526474951532	1033.702728957098	214.3327864839175	1081.349523260788	881.3620355394735	1077.6047050034292	495.5829166929037	3203.476110973622	2302.0176494197854	2027.8606911809063	2088.9205038499517	1717.5823728112987	1510.9099024774866	2365.7146517650135	681.7137971410898	7422.243977237945	4564.7103028963365	3357.6973167522524
P4-PWY	17323.190529145806	18394.53299273988	21589.270098039728	18747.42136408662	19384.91814912292	17308.810140437086	15605.5247037629	17417.17857637729	27749.21714543497	15844.690602468094	21779.007560817598	17462.453962994423	27416.442815157097	14231.14969612019	17116.569347001187	19893.76796211649	24214.37352298787	17934.687151542257	17923.19247817016	19508.061869793295	19948.39107823554	16786.937224688572	13487.178204654796	17059.614657478924	22186.937702686413	18840.405044413685	18699.523864465024	22631.501303355646	28786.148270679892	24560.169817426286	20675.5606153077	26785.77554855287	22473.34595819621	25841.01040966853	21901.55505442973	18824.882367892904	27987.0686705031	16265.598645243716	18568.087339556743	19597.371436493453	22521.953762949805	24376.853954669314	31425.32846310503	22930.435008203847	24024.61220670227	21581.510534504272	18459.706607088123	24070.72575459771	28374.59646667296	24551.763208729753	32763.222303167364	34130.54023635308	18378.455235598067	21033.330924545884	16541.090341708667	32142.25778275579	21162.5067263042	30834.388796619998	26810.09039704039	19676.61766328621	18482.396709892488	18755.637243231056	20781.145520797018	18404.360777181522	16264.70471663826	19419.200236097255	20379.467075481516	21149.63669253798	26489.565875303233	30701.348211448818	25698.062712054256	17461.668093918233	24663.15195132778	30333.507674548542	33942.96481375499	31425.38360723098	30931.14759246395	35221.519453646615	20203.938411651314	23522.23018345956	23583.418701323055	22940.055798686346	28482.885151669252	17357.265954987524	23352.070681716672	21643.57740836201	20469.962630096135	25993.639378769607	36333.493046448064	25448.07869726054	44312.27453078892	20628.35091385729	24637.546800744665	27489.6929387578	25657.922730542472	35712.52506444518	30911.850331823473	18086.262389841355
P42-PWY	21170.428547643052	22640.41305861936	25289.998092568167	23575.363886963485	25379.695354159834	21309.21008685182	18958.54018154321	22250.860802263862	27564.117922787034	23515.948713899554	28916.378600155585	21312.656762264713	28119.835690356736	20052.97760967433	20762.068083761067	27653.966650618895	23454.9904576398	22917.97895003049	20349.37164899808	21268.849823938966	24674.87013844729	21010.724811742915	16939.87910109504	20900.494479011795	27711.30946927646	22634.583268255472	22585.98062336402	30433.76568548554	33868.24229288743	29612.05882671067	26000.949332063876	33801.49895580226	27068.365849362897	33619.6719506522	26606.30048194991	22437.95775733393	29668.996871271127	21205.098071276243	23903.523631884458	26432.609417537038	28680.01736347349	29688.646836245083	37842.42891518845	16962.4425018572	28709.65899055284	26933.310064071447	21341.3197170059	30366.170471003443	25329.15372696306	32410.162683957715	31106.011886578428	35161.325054355184	24315.005996987857	27317.24579675971	22048.04484294894	33900.17730838828	28505.641228702454	34477.429541690224	33466.52433124595	24842.520257939468	23645.87306742479	23645.007907224288	26893.116903766717	23362.97511846121	21640.660743491426	25571.10453931044	26908.036581874487	20286.334111462395	26273.546233947032	28869.877352857242	25747.04632545963	24908.349100692594	25383.464507979064	28387.817055609867	32530.556978379303	30142.66271310178	29839.770840059664	28722.684191383152	27494.317428420625	28643.090786337547	30668.112964341177	28964.07420394381	34724.77390528165	22638.53252733822	28879.878036180642	26666.86440163302	25203.722125344593	29365.076960428898	33792.01750164613	30077.972052631256	41425.265287779206	24643.53541059973	27841.619730594226	28283.4384816408	25126.482038325168	43234.96687006679	28156.712144248995	22865.500714234353
P441-PWY	1811.0969160951356	4527.776603521768	3724.753231889582	2165.828289938917	1010.6286720058206	1952.805628489579	2056.5440199522945	2210.918546250367	3281.6348484859395	6496.486341436056	6667.822783968962	3602.025675430052	3007.0557032891807	6995.089752639556	5041.614493046251	7411.692571346924	2850.9941649404423	6819.561389070613	4471.73467938754	5794.44655290745	4415.340344537742	4258.225474385301	4142.836475641904	3437.5101449060185	1842.0539402292486	2293.2942684491395	1946.3220338420638	2549.9806245009104	8242.70868289728	9136.351378362215	7364.647270083657	7790.728732428453	6939.41053867032	6400.331386385751	5492.968057209868	4426.1747311938925	5132.781144903093	7538.2307130958325	4626.736513973288	5941.822259439478	3047.366775646041	5129.411205940845	6615.801960564804	890.9653291232474	4220.693603892232	5025.3758713417465	2746.874901453229	4230.448052116173	3818.52151424228	5873.215254057101	2993.5637473088996	3540.8845691722136	6596.7548611905895	6068.5798262899225	5321.1190425157465	5016.578523322895	8334.01833639699	7007.328022527691	7195.765149020644	2734.0194049473375	3117.5228316027815	4094.7223889552442	3663.4727506853765	1946.7110921611845	1915.6157781305153	2200.1593922082193	2097.8600632476823	4985.711727404189	6097.148033323613	4431.511556860736	2163.3717571081334	5793.6076845072	3486.2949440967573	3611.9878221716554	3058.6697824716302	3277.2286526892685	4244.828658403739	1753.9405578272604	1584.667234543186	2325.9422871560287	2724.8449602585033	2680.2909661678177	2888.0312843043635	1974.9206800055936	2684.4165111177595	1722.2321345959315	2516.289384526325	7507.249207226033	7297.0751963870935	8317.96980443643	5235.154041353822	4893.212331466346	4458.142433098474	4227.18876139859	2047.9472201866304	7499.723018966624	3244.527427188772	2934.441763605947
P461-PWY	14750.310954479437	16241.431260739788	18210.627404731556	15728.486012360354	16310.111096626573	14879.639970145667	11761.900078019034	13841.586753675088	8330.81699383661	15446.07875663054	14158.378319007012	7352.735371452661	3729.833497467156	12056.714959742083	9031.039783499744	13108.712601706904	4112.776126849767	10183.406692473129	7150.8440019043255	7789.5805754064295	16467.901704869026	13778.481198946412	11131.48739232382	11869.59836518524	17712.611037647526	15548.17885315458	15029.237136755535	17098.15945305913	16727.20633256293	16749.383228878887	14761.90509893462	18496.53672162493	9417.69816190324	16030.22083038435	9547.028905883782	9014.958286604166	5129.9956231604165	8753.71623117267	6870.420571846531	9001.304923036583	18479.80118037649	20920.299913466377	25681.89192354206	6610.4156212988	20184.630647483613	17260.34079209369	14623.359390410997	13818.956869912476	10161.525820388584	16841.662842738373	9661.437771959248	3872.9854915608203	10111.146202903454	9090.438361963856	7233.926917645869	8669.478474375654	12979.205613254875	10479.914479500825	10779.33917907217	12427.289302591354	14301.34768656731	13019.79913150103	15519.465384160065	13531.65155516776	10248.880803652426	13172.893185926461	12378.07299462576	10372.971269589416	10761.63480376451	6182.3896467336235	4586.854941746988	12424.97578292696	5910.691810435397	4061.534871924807	1760.758774240415	3197.7532375349433	8082.218422232456	2477.8959497256305	15287.757882762002	17248.155707819802	17564.309767784842	18090.34457146853	18335.32769677356	10761.517622519685	14669.307226216544	14168.950601952582	9326.08634239557	22928.553217712626	17559.06146545348	20291.853955109797	6944.641749238691	7672.053514072961	8791.757718690153	7963.911115589223	1481.6428974199284	16175.325878738451	7827.515338792447	7377.69996596855
P562-PWY	3779.127615100196	4262.15404062933	4264.8214069729565	2596.717487912217	2707.999712929734	3253.344913815012	2842.973811563682	2513.290196369422	12520.333709866494	8076.166690340979	10485.108496275308	13298.059604950206	12955.997123687623	5339.582093529898	7473.819108027695	6959.960103372638	10398.642519629186	5192.738721714248	4497.736305073209	6148.721018501293	3449.0469542855626	3199.2940914283045	2525.7699859427544	3350.2302845555378	3399.8128517467057	3296.5913786371093	2787.61539954623	4179.603341539052	12063.802496933138	12404.476610564112	9628.125498564299	11679.285570610327	5708.0408289138	10178.886619745595	6339.2365744122235	6344.387801730596	13048.266333696201	4685.945140041365	3575.3268733864666	4740.667580835561	3260.184347455809	4751.314633035011	4873.0181577864	15668.216965971425	6065.754217535943	4802.209280269169	4427.821026239158	4582.670159700347	12059.561854776088	9047.183744422035	15029.8794569521	16502.28322487353	5481.575029403737	6196.428708639132	4112.034556899705	14477.665081318923	6844.023145613381	6935.654743542831	8025.013543888698	3972.2536778947497	2581.561164761143	2751.654370820821	3082.591592206787	3126.547005781633	2396.099087042706	3870.945504464433	3673.0465984426123	10614.507174730468	9555.428838996522	13775.72374493927	12219.525019125978	8132.459476118445	10844.314186149897	12910.771130717612	14724.928228790008	14084.503580781498	7823.2615538873315	12035.23321874359	1970.6966450682844	2672.7599474584595	4694.757218703032	2927.4717053961676	9251.400046443849	2583.6797966999943	3609.818466591991	3418.5071326021043	12335.351580705466	16427.473390689574	13570.625607770837	10592.35998787416	15289.668102056205	5529.166414420764	7555.098962550332	8003.817472708435	11354.977550961694	7327.048318345148	9454.309936429008	3677.068013518743
P621-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.034872345973625	0.0	0.0	0.0	0.0	0.0	31.610548654795497	0.0	11.963371267811993	244.16873449131512	414.3507056656038	477.77433939515726	281.83134262674093	0.0	0.0	0.0	29.760457366734446	0.0	0.0	1.5982944021746373	0.0	0.0	31.83944810285356	0.0	51.40344080517841	23.789807104227943	132.46071204876807	49.32614555256065	23.776570985259895	0.0	29.804856895056375	0.0	53.10947764532334	15.943479623962872	0.0	0.0	0.0	0.0	22.616449751777807	161.08235294117648	170.18533503091908	41.82040274168692	0.0	0.0	27.641025641025642	1.199637297869125	39.619712217220375	11.58316863883121	51.18904490843765	51.582307380986954	149.9768224272877	98.35958005249343	0.0	11.917368650584157	0.0	44.65107016384281	1.5984405458089668	1.5969557875710514	0.0	0.0	1.9986165584123625	19.91004484264594	1.599118135407552	29.680170575692962	32.0717181509441	0.0	11.96760157132379	81.89036852774274	0.0	4.797570768244542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.69733644489999	0.0	0.0	0.0	23.87450980392157	9.981832517613373	0.0	0.0	46.79605478177215	0.0
PANTO-PWY	23324.386545667665	23606.42701234688	27820.176871666044	24995.378822919258	25651.078436385807	22959.47843870312	20415.30792419667	22846.77628904462	28431.69457618673	21122.949523386764	25901.47364538239	19242.75667241537	27392.343300249668	18171.48489506974	19273.314904775554	24420.028009117636	24289.708285747627	21148.037044730478	19660.70297625982	20945.1675910756	25612.088443038934	21442.78769472221	17537.165625744427	22111.871112937373	28274.659074716725	23634.055344161265	23494.820363974646	28973.598141378876	33651.5679406274	30804.327162339712	25956.5415554701	33753.249025214725	25639.57435688606	30938.479160442424	24372.041673460233	21681.924708441886	28212.91430606008	18833.44251502544	21587.618584093172	23257.651428478795	29589.789197203292	31116.528221764373	40628.8721099373	23437.200254717005	31544.683615120342	28233.659321990035	24723.577823694508	33983.72265174973	29458.896948653077	30760.03198939076	33427.2322286559	34186.58205492414	21966.445197948397	23757.704433933406	21692.754194749974	33320.52424674787	25709.511472447528	36794.882533971104	30344.768496723664	25515.350116806287	24044.628321338263	24075.956639139193	27831.628137370102	24360.346544987362	21928.28995832093	26130.54275792371	27156.87017940644	23248.692476415417	27786.1513932936	30876.669437634595	25948.79845953626	22008.869124727913	25895.27962070155	30605.41009554072	33321.103060312926	30954.103695225785	33446.37307815376	35343.21806915408	29240.985830255908	30835.251267787502	31651.009108009242	31063.375453635785	37867.629934681136	22801.47058833388	30899.10679085338	28412.427319373717	22041.46768255158	33261.57333570559	43392.33557031715	32526.46528974153	44820.84330777961	23454.673147123223	26940.21353550895	30013.04540249217	25035.448740628628	39632.35513192531	35843.250261643036	21116.053533818245
PANTOSYN-PWY	22453.069898328406	22577.2667462257	26480.75636649994	23846.855628416826	24737.285173485598	21957.808528610014	19286.272872611902	21724.512649530054	25857.991236937476	19887.588347156878	24692.555485232846	18484.61651415126	24057.904622695318	17197.09155721464	18789.5716882629	23437.087358384764	21208.183021469227	20755.682587376097	19334.411234451512	20777.89928462214	24388.524431981554	20466.031473529772	16691.28881118948	20898.06764177647	27160.13820248564	22679.79980891844	22502.506818320548	27772.806727018295	32461.71299233266	28695.436598329994	24686.307866524894	32122.872899046615	25059.331036390264	30020.883367887505	23883.467320200692	21053.45043624019	25227.246902996816	18582.541315994997	21138.222397479203	22786.001136448598	28318.514749388618	30151.708810859174	39450.68658588307	22379.437753943068	30586.62411214288	26929.58938039095	23323.957456287142	30554.565887895962	27809.007854058942	29403.010781407946	29947.81677702574	29735.024892721376	21569.00392442678	23116.903003637646	19539.277895786592	30018.9240394488	24950.000815403702	34117.19643543186	29778.043758218653	24327.555491460927	22873.510381541237	22749.73803842125	26458.11557089325	23164.13831592385	20725.824119458637	24828.1999569455	25558.101005535285	22111.195335540826	27309.000400106335	27273.333001842864	22865.059673891017	21174.613641726406	23938.022319842818	27306.259861853945	28611.96763486127	26983.029172411527	31952.709144660465	33720.02019265326	28585.490543399228	29428.668158117518	30424.828188571046	29633.795892186597	35634.0342220433	21584.432468244886	29136.442878712565	26815.24573604919	21178.426424118075	31084.589019824238	39017.46511991884	30389.877832264418	40719.16455506823	22749.37455631141	25678.308182448738	28938.104636596312	21421.950158529187	39356.16741163006	32165.837275572354	20564.485595143524
PENTOSE-P-PWY	18783.25618310545	19221.422949901636	22827.01487057885	18101.16991366774	18586.529243072535	16573.994416000016	14903.615995064078	16131.445422505521	33481.76812916738	24148.72304467228	30420.800958245363	23572.589219654852	31631.013248956362	20099.82362228906	22464.635274213026	28386.91885451031	28218.633919284995	24254.248550107593	22015.341471813615	24543.7523780077	19675.729891362047	16720.052232912665	13320.532100113885	16989.315515961734	20880.08234041185	18067.489939396488	17238.319005745234	22966.545536366648	40293.65917808346	34850.54106023566	30439.911804264928	39281.17675395906	30098.305746024067	35715.04878012173	27499.84186041388	25340.729994178066	32397.711120523996	21305.155546025326	23220.50609598411	24413.22215269216	22380.31717676558	23534.546147675985	30719.522567046504	26501.36020490378	27482.806093968782	23164.154611519523	21261.153185001876	25718.60804132819	34780.53503608033	32726.196638365178	38161.51834233836	39640.94089648528	25765.888938935204	26319.292163395596	19120.83242221958	38530.594467623356	28489.577737247524	36385.96399912357	32511.11140892792	21005.488131703823	17179.122349953308	16254.840320705473	19307.26619765051	17540.37233590936	13613.677409874226	16834.842645344816	17087.58645870092	27790.98054540887	31931.025192150657	34898.71198171755	29749.398010359768	25190.878216125522	26456.707248935938	32822.74033796964	38194.11402970837	35237.13387941826	33597.33428375601	38475.84492252841	19269.880927366634	21256.59829952237	23162.60804219624	20043.851667976676	33026.56290702838	15226.292413857715	20694.11754316573	18877.04540852012	24447.35595669008	35786.425729253606	43521.66575322565	34865.03017203931	52251.85977297453	27800.967089763024	30256.05373961812	32358.232918734007	28745.96029463331	42933.0074440418	34409.366540985735	21778.45995256324
