gene1,gene2,correlation,module1,module2,adj_pvalue
bact_ASV_19,bact_ASV_68,0.004153182189370345,turquoise,turquoise,6.71076551425129e-6
bact_ASV_19,bact_ASV_69,0.004111368021093985,turquoise,turquoise,3.609587606860541e-4
bact_ASV_19,bact_ASV_119,0.0017659554251334213,turquoise,grey,1.1942606079918092e-6
bact_ASV_19,bact_ASV_86,0.009106403007097459,turquoise,grey,3.728517209155852e-9
bact_ASV_19,bact_ASV_131,0.0033125714518627194,turquoise,turquoise,1.1718843734525832e-6
bact_ASV_19,bact_ASV_111,0.0032337094226740025,turquoise,grey,2.297944769825358e-7
bact_ASV_19,bact_ASV_91,0.0066007674404544425,turquoise,turquoise,1.368592768139678e-7
bact_ASV_19,bact_ASV_124,0.006600367503541782,turquoise,turquoise,1.2976412295372069e-8
bact_ASV_19,bact_ASV_98,0.0032977224995319487,turquoise,turquoise,4.551960153843891e-8
bact_ASV_19,bact_ASV_99,0.06121871745214472,turquoise,grey,4.09776843368645e-26
bact_ASV_19,bact_ASV_104,0.01668668562258867,turquoise,turquoise,5.690662811218265e-13
bact_ASV_19,bact_ASV_112,0.009269132514071726,turquoise,grey,3.4603130372888843e-12
bact_ASV_19,bact_ASV_122,0.003028706919796455,turquoise,grey,1.393368721877616e-4
bact_ASV_19,bact_ASV_127,0.01326695487643323,turquoise,grey,3.269480299935309e-8
bact_ASV_19,bact_ASV_177,0.00910640300709746,turquoise,grey,3.728032482529596e-9
bact_ASV_19,bact_ASV_140,0.004239056945124215,turquoise,turquoise,1.6316660780796575e-6
bact_ASV_19,arc_ASV_2,8.054586505848014e-4,turquoise,grey,4.88368922539736e-5
bact_ASV_19,fun_ASV_1,0.0037239586986747572,turquoise,grey,1.521239146943139e-4
bact_ASV_19,fun_ASV_22,0.02257288725570949,turquoise,blue,2.7665463056086134e-5
bact_ASV_19,fun_ASV_3,0.008782185050432515,turquoise,grey,1.557280998508215e-6
bact_ASV_19,fun_ASV_6,0.013987655891075687,turquoise,grey,4.331783014046822e-13
bact_ASV_19,fun_ASV_24,0.02257288725570949,turquoise,blue,2.7663288782032686e-5
bact_ASV_19,fun_ASV_11,0.011786867532127342,turquoise,grey,3.2489742584900567e-13
bact_ASV_19,fun_ASV_26,2.5081957444650235e-4,turquoise,grey,4.081429117566115e-4
bact_ASV_19,fun_ASV_12,0.01661364997242565,turquoise,turquoise,6.145993078636571e-11
bact_ASV_19,fun_ASV_9,0.017845021924842254,turquoise,grey,1.260809533064869e-9
bact_ASV_19,fun_ASV_34,0.02257288725570949,turquoise,blue,2.7661114849711896e-5
bact_ASV_19,fun_ASV_49,0.04070533031043972,turquoise,grey,7.731254988672754e-22
bact_ASV_19,fun_ASV_48,0.004669453349995393,turquoise,grey,7.390101755447939e-5
bact_ASV_19,fun_ASV_45,0.001953803252642303,turquoise,grey,6.676299781800283e-5
bact_ASV_19,fun_ASV_13,4.7858259028327394e-4,turquoise,turquoise,2.2936544846994256e-4
bact_ASV_19,fun_ASV_64,0.02257288725570949,turquoise,blue,2.765894125904321e-5
bact_ASV_19,fun_ASV_35,5.348060325574034e-4,turquoise,grey,3.5374037682325295e-4
bact_ASV_19,fun_ASV_39,0.00634048036761891,turquoise,turquoise,5.259145859178376e-9
bact_ASV_19,fun_ASV_17,0.020159143612730305,turquoise,turquoise,8.677116571144488e-14
bact_ASV_19,fun_ASV_94,1.9609876330630265e-4,turquoise,grey,9.553149937830922e-4
bact_ASV_19,fun_ASV_31,0.022572887255709485,turquoise,blue,2.7552852169282716e-5
bact_ASV_19,fun_ASV_82,0.022572887255709485,turquoise,blue,2.755069555906283e-5
bact_ASV_19,fun_ASV_51,0.02257288725570949,turquoise,blue,2.765676800994609e-5
bact_ASV_19,fun_ASV_60,0.02257288725570949,turquoise,blue,2.765459510234003e-5
bact_ASV_19,fun_ASV_112,0.02257288725570949,turquoise,blue,2.7652422536144544e-5
bact_ASV_19,fun_ASV_55,0.02257288725570949,turquoise,blue,2.7650250311279175e-5
bact_ASV_19,fun_ASV_66,0.02257288725570949,turquoise,blue,2.764807842766349e-5
bact_ASV_19,fun_ASV_52,0.004006438117599884,turquoise,turquoise,1.1061566571796645e-7
bact_ASV_19,fun_ASV_91,0.02257288725570949,turquoise,blue,2.7645906885217083e-5
bact_ASV_19,fun_ASV_73,0.0037040988638703722,turquoise,grey,3.978215071373021e-7
bact_ASV_19,fun_ASV_92,0.02257288725570949,turquoise,blue,2.7643735683859568e-5
bact_ASV_19,fun_ASV_85,0.005522306473611517,turquoise,grey,2.5349443147229944e-7
bact_ASV_19,fun_ASV_109,0.02257288725570949,turquoise,blue,2.7641564823510593e-5
bact_ASV_19,fun_ASV_135,0.02257288725570949,turquoise,blue,2.763939430408982e-5
bact_ASV_19,fun_ASV_83,0.02257288725570949,turquoise,blue,2.763722412551695e-5
bact_ASV_19,fun_ASV_81,0.02257288725570949,turquoise,blue,2.7635054287711698e-5
bact_ASV_19,fun_ASV_70,0.02257288725570949,turquoise,blue,2.7632884790593804e-5
bact_ASV_19,fun_ASV_53,0.07384600372450256,turquoise,turquoise,6.388428057240121e-29
bact_ASV_19,fun_ASV_115,0.02257288725570949,turquoise,blue,2.7630715634083044e-5
bact_ASV_19,fun_ASV_138,0.02257288725570949,turquoise,blue,2.7628546818099207e-5
bact_ASV_19,fun_ASV_58,0.007664776906708137,turquoise,grey,1.8581984949954432e-10
bact_ASV_19,fun_ASV_169,0.02257288725570949,turquoise,blue,2.7626378342562113e-5
bact_ASV_19,fun_ASV_176,0.02257288725570949,turquoise,blue,2.762421020739161e-5
bact_ASV_19,fun_ASV_126,0.005554602509820816,turquoise,turquoise,2.8159953253400114e-8
bact_ASV_19,fun_ASV_104,0.015517853702338968,turquoise,turquoise,1.222972326357964e-13
bact_ASV_19,fun_ASV_167,0.02257288725570949,turquoise,blue,2.7622042412507565e-5
bact_ASV_19,fun_ASV_114,0.006701612589263367,turquoise,turquoise,8.195079073723174e-5
bact_ASV_19,fun_ASV_72,0.02257288725570949,turquoise,blue,2.7619874957829873e-5
bact_ASV_19,fun_ASV_141,0.02257288725570949,turquoise,blue,2.7617707843278454e-5
bact_ASV_19,fun_ASV_129,0.022572887255709485,turquoise,blue,2.7548539286419874e-5
bact_ASV_19,fun_ASV_130,0.022572887255709485,turquoise,blue,2.754638335127459e-5
bact_ASV_19,fun_ASV_128,0.022572887255709485,turquoise,blue,2.754422775354775e-5
bact_ASV_19,fun_ASV_133,0.009040652264342482,turquoise,turquoise,1.2225565442389253e-5
bact_ASV_19,fun_ASV_123,0.007844417970996475,turquoise,grey,4.9381383144360793e-11
bact_ASV_19,fun_ASV_165,0.02257288725570949,turquoise,blue,2.7615541068773253e-5
bact_ASV_19,fun_ASV_125,0.00301465561006355,turquoise,grey,3.89190045205692e-7
bact_ASV_19,fun_ASV_152,0.02257288725570949,turquoise,blue,2.7613374634234243e-5
bact_ASV_19,fun_ASV_156,0.02257288725570949,turquoise,blue,2.7611208539581417e-5
bact_ASV_19,fun_ASV_139,0.005447574682062226,turquoise,turquoise,1.9907214575094744e-9
bact_ASV_19,fun_ASV_157,0.022572887255709485,turquoise,blue,2.754207249316015e-5
bact_ASV_19,fun_ASV_181,0.022572887255709485,turquoise,blue,2.7539917570032604e-5
bact_ASV_19,fun_ASV_199,0.022572887255709485,turquoise,blue,2.7537762984085956e-5
bact_ASV_11,bact_ASV_1,0.0925238342361072,turquoise,turquoise,8.637058310393428e-27
bact_ASV_11,bact_ASV_5,0.19838429399118152,turquoise,turquoise,2.0253989335143734e-31
bact_ASV_11,bact_ASV_3,0.023948767863713725,turquoise,turquoise,6.032871125001858e-8
bact_ASV_11,bact_ASV_10,0.09643207665705567,turquoise,turquoise,1.960231319148563e-20
bact_ASV_11,bact_ASV_8,0.044988331580891765,turquoise,turquoise,1.396854052678912e-11
bact_ASV_11,bact_ASV_36,0.0030038331676058207,turquoise,grey,6.338112508280329e-4
bact_ASV_11,bact_ASV_19,0.004178690001231834,turquoise,turquoise,2.3600268175046216e-6
bact_ASV_11,bact_ASV_17,0.10867100650919564,turquoise,turquoise,1.8778522179926885e-28
bact_ASV_11,bact_ASV_9,0.3368701196949602,turquoise,turquoise,2.2576558894498106e-74
bact_ASV_11,bact_ASV_13,0.027639958971691827,turquoise,turquoise,1.9267946977213532e-14
bact_ASV_11,bact_ASV_24,0.12716350238348145,turquoise,turquoise,1.0354643397014208e-42
bact_ASV_11,bact_ASV_21,0.3593298693290215,turquoise,turquoise,3.033041761857903e-110
bact_ASV_11,bact_ASV_22,0.078700894083176,turquoise,turquoise,1.1010530647520534e-15
bact_ASV_11,bact_ASV_14,0.00606352734307619,turquoise,grey,3.703250166783674e-4
bact_ASV_11,bact_ASV_35,0.009192676031028081,turquoise,grey,2.5570982464946868e-5
bact_ASV_11,bact_ASV_41,0.0073485579976983245,turquoise,grey,2.1631454046148877e-4
bact_ASV_11,bact_ASV_26,0.031400179287244916,turquoise,grey,3.2392857846313456e-13
bact_ASV_11,bact_ASV_45,0.0026761203427267642,turquoise,grey,8.573743800039549e-4
bact_ASV_11,bact_ASV_47,0.13267835198417,turquoise,turquoise,6.174787051143642e-26
bact_ASV_11,bact_ASV_37,0.003215140582211799,turquoise,grey,3.257896337618537e-6
bact_ASV_11,bact_ASV_38,0.02505398028732694,turquoise,turquoise,4.393488442790151e-6
bact_ASV_11,bact_ASV_58,0.022744822117369876,turquoise,turquoise,1.535992907967092e-6
bact_ASV_11,bact_ASV_49,0.026059413500970144,turquoise,turquoise,4.181658297674935e-7
bact_ASV_11,bact_ASV_105,0.002931320073290479,turquoise,grey,3.2401232150566247e-4
bact_ASV_11,bact_ASV_33,0.32018029830389866,turquoise,turquoise,4.5387046639079875e-62
bact_ASV_11,bact_ASV_73,0.27925405634533723,turquoise,turquoise,1.6997449024659028e-44
bact_ASV_11,bact_ASV_48,0.00812068955212907,turquoise,grey,4.456387584284051e-7
bact_ASV_11,bact_ASV_68,0.05793084063243982,turquoise,turquoise,2.4776780966703012e-24
bact_ASV_11,bact_ASV_84,0.0955739701194369,turquoise,turquoise,1.4482687304477336e-27
bact_ASV_11,bact_ASV_69,0.04574761963585817,turquoise,turquoise,2.0113644605556656e-17
bact_ASV_11,bact_ASV_74,0.004496489502162239,turquoise,grey,8.554934609479514e-4
bact_ASV_11,bact_ASV_87,0.039033119173526906,turquoise,grey,5.667715434500023e-15
bact_ASV_11,bact_ASV_75,0.08904028931739202,turquoise,turquoise,1.2060952992234432e-21
bact_ASV_11,bact_ASV_92,0.1346949189365017,turquoise,turquoise,1.8866728757383246e-26
bact_ASV_11,bact_ASV_114,0.026456383897587116,turquoise,turquoise,9.777275042257467e-8
bact_ASV_11,bact_ASV_65,0.2067655486724005,turquoise,turquoise,2.169217810705005e-42
bact_ASV_11,bact_ASV_59,0.140545176707351,turquoise,turquoise,4.6114421357799154e-30
bact_ASV_11,bact_ASV_131,0.219938251782302,turquoise,turquoise,7.463614328739452e-40
bact_ASV_11,bact_ASV_93,0.014140918090269407,turquoise,turquoise,3.926270122576966e-5
bact_ASV_11,bact_ASV_96,0.009429856198128962,turquoise,grey,1.139339892190627e-9
bact_ASV_11,bact_ASV_91,0.05156950828698407,turquoise,turquoise,5.020660879948459e-20
bact_ASV_11,bact_ASV_107,0.0021844345512428837,turquoise,grey,1.665397143243429e-5
bact_ASV_11,bact_ASV_124,0.2649430252398213,turquoise,turquoise,1.037684292578399e-43
bact_ASV_11,bact_ASV_98,0.004965180387748565,turquoise,turquoise,1.005484360009591e-7
bact_ASV_11,bact_ASV_99,0.010460883629448026,turquoise,grey,6.036239863188055e-8
bact_ASV_11,bact_ASV_104,0.005908077521849544,turquoise,turquoise,1.8020118998301873e-9
bact_ASV_11,bact_ASV_118,0.013173590297357426,turquoise,grey,3.27293284848653e-8
bact_ASV_11,bact_ASV_127,0.001407670504515825,turquoise,grey,3.716977886635829e-4
bact_ASV_11,bact_ASV_143,0.01859002344490226,turquoise,turquoise,4.674613122569264e-5
bact_ASV_11,bact_ASV_150,0.06787744406499947,turquoise,turquoise,1.919537545281182e-18
bact_ASV_11,bact_ASV_140,0.027180676428159675,turquoise,turquoise,5.416685346992954e-11
bact_ASV_11,bact_ASV_148,0.08979641847842722,turquoise,turquoise,1.0349716820488591e-22
bact_ASV_11,arc_ASV_2,0.029353510680094508,turquoise,grey,2.3423132240347925e-11
bact_ASV_11,arc_ASV_6,0.016020765353869388,turquoise,turquoise,1.780830280661745e-6
bact_ASV_11,fun_ASV_1,0.05781825358032177,turquoise,grey,4.3879952995437724e-11
bact_ASV_11,fun_ASV_4,0.01021013843962766,turquoise,grey,6.508893672251045e-7
bact_ASV_11,fun_ASV_22,0.014209834436720557,turquoise,blue,1.2805303078936599e-5
bact_ASV_11,fun_ASV_5,3.6046480224397677e-4,turquoise,grey,5.503582922375119e-4
bact_ASV_11,fun_ASV_24,0.014209834436720557,turquoise,blue,1.2804242510518599e-5
bact_ASV_11,fun_ASV_28,0.0031744967474353065,turquoise,turquoise,9.80133326258806e-4
bact_ASV_11,fun_ASV_15,0.08910564137214762,turquoise,grey,1.0022986261040914e-28
bact_ASV_11,fun_ASV_20,0.0012713387373160024,turquoise,grey,2.4917185119715634e-4
bact_ASV_11,fun_ASV_23,0.006554651364649524,turquoise,grey,2.0387034012003097e-4
bact_ASV_11,fun_ASV_27,0.02103357928255844,turquoise,turquoise,3.3601594188598646e-5
bact_ASV_11,fun_ASV_14,0.04380727396629029,turquoise,turquoise,3.375272835145869e-13
bact_ASV_11,fun_ASV_34,0.014209834436720557,turquoise,blue,1.2803182117764104e-5
bact_ASV_11,fun_ASV_7,0.018552719225806695,turquoise,turquoise,4.8192722300536065e-9
bact_ASV_11,fun_ASV_48,0.002104364276830033,turquoise,grey,9.482775986635854e-6
bact_ASV_11,fun_ASV_45,0.002685209178082167,turquoise,grey,8.03468042581633e-6
bact_ASV_11,fun_ASV_64,0.014209834436720557,turquoise,blue,1.2802121900629477e-5
bact_ASV_11,fun_ASV_39,0.010144244967530388,turquoise,turquoise,1.6252851485552775e-8
bact_ASV_11,fun_ASV_17,0.00855643724269692,turquoise,turquoise,5.697997462237886e-8
bact_ASV_11,fun_ASV_19,0.01735890321819707,turquoise,turquoise,3.3107226841927715e-5
bact_ASV_11,fun_ASV_31,0.01420983443672057,turquoise,blue,1.280106185907109e-5
bact_ASV_11,fun_ASV_82,0.01420983443672057,turquoise,blue,1.2800001993045334e-5
bact_ASV_11,fun_ASV_63,7.208093121367714e-4,turquoise,grey,2.8581177043773804e-4
bact_ASV_11,fun_ASV_51,0.014209834436720557,turquoise,blue,1.2798942302508615e-5
bact_ASV_11,fun_ASV_60,0.014209834436720557,turquoise,blue,1.2797882787417348e-5
bact_ASV_11,fun_ASV_21,0.0640826749608533,turquoise,turquoise,6.712100094094878e-17
bact_ASV_11,fun_ASV_112,0.014209834436720557,turquoise,blue,1.2796823447727966e-5
bact_ASV_11,fun_ASV_55,0.014209834436720557,turquoise,blue,1.2795764283396918e-5
bact_ASV_11,fun_ASV_66,0.014209834436720557,turquoise,blue,1.2794705294380663e-5
bact_ASV_11,fun_ASV_111,0.006634563923045648,turquoise,grey,1.8625357083876286e-4
bact_ASV_11,fun_ASV_33,0.01446094995781959,turquoise,turquoise,5.789705836109834e-7
bact_ASV_11,fun_ASV_42,0.00669371580679766,turquoise,grey,1.7383343678987012e-4
bact_ASV_11,fun_ASV_52,0.03868099770804395,turquoise,turquoise,6.980087245172427e-13
bact_ASV_11,fun_ASV_89,0.00223122900205246,turquoise,grey,1.6847161167853145e-5
bact_ASV_11,fun_ASV_50,0.0014986985797745707,turquoise,grey,1.1682609345235715e-5
bact_ASV_11,fun_ASV_91,0.014209834436720557,turquoise,blue,1.279364648063568e-5
bact_ASV_11,fun_ASV_73,0.0033932367687030812,turquoise,grey,1.422833620862192e-4
bact_ASV_11,fun_ASV_92,0.014209834436720557,turquoise,blue,1.2792587842118457e-5
bact_ASV_11,fun_ASV_65,0.005885167388222256,turquoise,turquoise,1.927572087790308e-6
bact_ASV_11,fun_ASV_101,0.017156431929488854,turquoise,grey,5.034272551078979e-8
bact_ASV_11,fun_ASV_109,0.014209834436720557,turquoise,blue,1.2791529378785501e-5
bact_ASV_11,fun_ASV_135,0.014209834436720557,turquoise,blue,1.2790471090593328e-5
bact_ASV_11,fun_ASV_83,0.014209834436720557,turquoise,blue,1.2789412977498474e-5
bact_ASV_11,fun_ASV_54,0.061092630617575146,turquoise,grey,1.2891672020558103e-15
bact_ASV_11,fun_ASV_81,0.014209834436720557,turquoise,blue,1.2788355039457486e-5
bact_ASV_11,fun_ASV_70,0.014209834436720557,turquoise,blue,1.2787297276426928e-5
bact_ASV_11,fun_ASV_53,0.002218992629391857,turquoise,turquoise,2.3332377002495777e-4
bact_ASV_11,fun_ASV_115,0.014209834436720557,turquoise,blue,1.2786239688363374e-5
bact_ASV_11,fun_ASV_108,0.01666289987405038,turquoise,grey,5.909219684399558e-4
bact_ASV_11,fun_ASV_103,0.006666840171733489,turquoise,grey,1.795170285725013e-4
bact_ASV_11,fun_ASV_138,0.014209834436720557,turquoise,blue,1.2785182275223417e-5
bact_ASV_11,fun_ASV_18,0.1383001366915385,turquoise,grey,1.3365282298083566e-26
bact_ASV_11,fun_ASV_169,0.014209834436720557,turquoise,blue,1.278412503696366e-5
bact_ASV_11,fun_ASV_170,6.454872266951663e-4,turquoise,grey,9.430979657859218e-4
bact_ASV_11,fun_ASV_176,0.014209834436720557,turquoise,blue,1.2783067973540727e-5
bact_ASV_11,fun_ASV_126,0.006640572078029231,turquoise,turquoise,1.4485718401597253e-6
bact_ASV_11,fun_ASV_104,0.00400657196277502,turquoise,turquoise,4.113869144906864e-7
bact_ASV_11,fun_ASV_167,0.014209834436720557,turquoise,blue,1.2782011084911249e-5
bact_ASV_11,fun_ASV_72,0.014209834436720557,turquoise,blue,1.2780954371031875e-5
bact_ASV_11,fun_ASV_69,0.01516320264471062,turquoise,turquoise,1.8421515267223727e-5
bact_ASV_11,fun_ASV_141,0.014209834436720557,turquoise,blue,1.2779897831859268e-5
bact_ASV_11,fun_ASV_129,0.01420983443672057,turquoise,blue,1.2778841467350104e-5
bact_ASV_11,fun_ASV_130,0.01420983443672057,turquoise,blue,1.2777785277461075e-5
bact_ASV_11,fun_ASV_128,0.01420983443672057,turquoise,blue,1.277672926214889e-5
bact_ASV_11,fun_ASV_133,0.0026409274753918413,turquoise,turquoise,2.9602229541441822e-5
bact_ASV_11,fun_ASV_165,0.014209834436720557,turquoise,blue,1.2775673421370263e-5
bact_ASV_11,fun_ASV_152,0.014209834436720557,turquoise,blue,1.2774617755081933e-5
bact_ASV_11,fun_ASV_156,0.014209834436720557,turquoise,blue,1.2773562263240647e-5
bact_ASV_11,fun_ASV_122,0.08992040254164917,turquoise,grey,3.9871324679645106e-29
bact_ASV_11,fun_ASV_139,0.010483893820782632,turquoise,turquoise,1.2446130916609758e-10
bact_ASV_11,fun_ASV_157,0.01420983443672057,turquoise,blue,1.2772506945803169e-5
bact_ASV_11,fun_ASV_181,0.01420983443672057,turquoise,blue,1.2771451802726274e-5
bact_ASV_11,fun_ASV_199,0.01420983443672057,turquoise,blue,1.2770396833966757e-5
bact_ASV_17,bact_ASV_1,0.1805893401552127,turquoise,turquoise,2.520752837627132e-35
bact_ASV_17,bact_ASV_5,0.035935058609541354,turquoise,turquoise,6.671426806580518e-10
bact_ASV_17,bact_ASV_3,0.01832559295772434,turquoise,turquoise,6.875250623065103e-8
bact_ASV_17,bact_ASV_10,0.2717161182432435,turquoise,turquoise,4.997962603341329e-74
bact_ASV_17,bact_ASV_8,0.1723165908778403,turquoise,turquoise,2.0877110305095582e-35
bact_ASV_17,bact_ASV_11,0.10867100650919564,turquoise,turquoise,1.8768575928772264e-28
bact_ASV_17,bact_ASV_9,0.12988252530234629,turquoise,turquoise,4.812081290186317e-31
bact_ASV_17,bact_ASV_4,0.00198434001541172,turquoise,grey,5.6932531697596375e-5
bact_ASV_17,bact_ASV_13,0.04008886628206499,turquoise,turquoise,1.1901412247379276e-15
bact_ASV_17,bact_ASV_24,0.08089743717196414,turquoise,turquoise,2.9252169795633207e-27
bact_ASV_17,bact_ASV_21,0.08029001213661609,turquoise,turquoise,3.1035110087033616e-20
bact_ASV_17,bact_ASV_22,0.010611533138258264,turquoise,turquoise,3.59918570418174e-5
bact_ASV_17,bact_ASV_50,0.009265255521288616,turquoise,turquoise,1.5046239794803107e-6
bact_ASV_17,bact_ASV_78,0.10744530969608246,turquoise,turquoise,1.357807718034698e-28
bact_ASV_17,bact_ASV_47,0.010081045212606624,turquoise,turquoise,3.416588685734212e-4
bact_ASV_17,bact_ASV_37,0.007201631390970811,turquoise,grey,8.115122022283482e-6
bact_ASV_17,bact_ASV_38,0.1393200569280586,turquoise,turquoise,2.0715010103382643e-25
bact_ASV_17,bact_ASV_58,0.07947170924525608,turquoise,turquoise,1.1342817831280929e-13
bact_ASV_17,bact_ASV_49,0.12994794561795647,turquoise,turquoise,8.108447185985337e-19
bact_ASV_17,bact_ASV_89,0.010795347584375142,turquoise,grey,6.011707281944103e-5
bact_ASV_17,bact_ASV_71,0.011320587847221984,turquoise,grey,1.209996328320252e-4
bact_ASV_17,bact_ASV_33,0.14682559247150126,turquoise,turquoise,2.4686641132282785e-33
bact_ASV_17,bact_ASV_73,0.03867125123600457,turquoise,turquoise,1.0260837918600322e-9
bact_ASV_17,bact_ASV_68,0.05180930740310387,turquoise,turquoise,3.0938869700619646e-19
bact_ASV_17,bact_ASV_84,0.14067908943219423,turquoise,turquoise,2.950865742331457e-42
bact_ASV_17,bact_ASV_69,0.043144897300969445,turquoise,turquoise,7.961957205998162e-15
bact_ASV_17,bact_ASV_119,0.002161857804807919,turquoise,grey,4.219673847131585e-4
bact_ASV_17,bact_ASV_74,0.022227043939956868,turquoise,grey,4.4576343431208493e-10
bact_ASV_17,bact_ASV_75,0.2763901468558942,turquoise,turquoise,2.5876548837429153e-76
bact_ASV_17,bact_ASV_92,0.06407585614066501,turquoise,turquoise,3.342453286090092e-12
bact_ASV_17,bact_ASV_114,0.032248351445836286,turquoise,turquoise,4.920718288921528e-12
bact_ASV_17,bact_ASV_65,0.16119387967600451,turquoise,turquoise,5.13878967498952e-31
bact_ASV_17,bact_ASV_59,0.2070976337179516,turquoise,turquoise,8.6348218190417509e-50
bact_ASV_17,bact_ASV_131,0.027188987241911898,turquoise,turquoise,1.7821215436032215e-5
bact_ASV_17,bact_ASV_93,0.06999990211187335,turquoise,turquoise,2.1535522980696858e-14
bact_ASV_17,bact_ASV_111,0.014888148889956813,turquoise,grey,1.493882984908883e-4
bact_ASV_17,bact_ASV_96,0.003617635197770853,turquoise,grey,7.441650045838467e-4
bact_ASV_17,bact_ASV_91,0.09974077053380019,turquoise,turquoise,3.6916764748723807e-29
bact_ASV_17,bact_ASV_107,0.002534113927832623,turquoise,grey,2.817340807286577e-4
bact_ASV_17,bact_ASV_124,0.025582009380519095,turquoise,turquoise,3.4304254372331003e-4
bact_ASV_17,bact_ASV_98,0.004476927337253794,turquoise,turquoise,1.269157826299707e-4
bact_ASV_17,bact_ASV_122,0.00202109250188762,turquoise,grey,1.6059319789048213e-4
bact_ASV_17,bact_ASV_143,0.07310375714132836,turquoise,turquoise,1.778386738823327e-14
bact_ASV_17,bact_ASV_150,0.18070547792338995,turquoise,turquoise,2.7958485160636556e-53
bact_ASV_17,bact_ASV_140,0.039924199990420274,turquoise,turquoise,1.6333694851922374e-15
bact_ASV_17,bact_ASV_148,0.21621492537006698,turquoise,turquoise,4.835149007375589e-48
bact_ASV_17,arc_ASV_6,0.008530016777905677,turquoise,turquoise,4.016383799678141e-4
bact_ASV_17,fun_ASV_1,0.30814020594043384,turquoise,grey,2.688910559199101e-40
bact_ASV_17,fun_ASV_4,0.055766674235169615,turquoise,grey,3.997771550487378e-11
bact_ASV_17,fun_ASV_22,0.03496001065709335,turquoise,blue,4.854198928613872e-9
bact_ASV_17,fun_ASV_24,0.03496001065709335,turquoise,blue,4.853577869385544e-9
bact_ASV_17,fun_ASV_15,0.34015494684211123,turquoise,grey,1.9806528861103017e-69
bact_ASV_17,fun_ASV_27,0.015757898260503684,turquoise,turquoise,2.4413154739862544e-5
bact_ASV_17,fun_ASV_14,0.029560849590488467,turquoise,turquoise,2.6893656738984775e-13
bact_ASV_17,fun_ASV_12,0.011880904673563746,turquoise,turquoise,5.260040644677575e-9
bact_ASV_17,fun_ASV_9,0.01225778700527501,turquoise,grey,1.061463472778869e-5
bact_ASV_17,fun_ASV_34,0.03496001065709335,turquoise,blue,4.852956969056852e-9
bact_ASV_17,fun_ASV_49,0.02049874285053103,turquoise,grey,1.1842054903085723e-8
bact_ASV_17,fun_ASV_7,0.055747189202948175,turquoise,turquoise,5.240271976511138e-16
bact_ASV_17,fun_ASV_40,0.007003999086998229,turquoise,grey,1.5548631324486335e-5
bact_ASV_17,fun_ASV_64,0.03496001065709335,turquoise,blue,4.852336227566821e-9
bact_ASV_17,fun_ASV_17,0.016552291836676173,turquoise,turquoise,4.880563496812861e-10
bact_ASV_17,fun_ASV_19,0.046916153506614995,turquoise,turquoise,2.783457840556101e-16
bact_ASV_17,fun_ASV_31,0.03496001065709333,turquoise,blue,4.822113210514498e-9
bact_ASV_17,fun_ASV_82,0.03496001065709333,turquoise,blue,4.8215003338990275e-9
bact_ASV_17,fun_ASV_37,0.02316120197080128,turquoise,turquoise,4.9723418299592386e-8
bact_ASV_17,fun_ASV_51,0.03496001065709335,turquoise,blue,4.8517156448545095e-9
bact_ASV_17,fun_ASV_60,0.03496001065709335,turquoise,blue,4.851095220859004e-9
bact_ASV_17,fun_ASV_21,0.1352255558180472,turquoise,turquoise,6.616173934633942e-30
bact_ASV_17,fun_ASV_41,0.0549826635549281,turquoise,turquoise,1.1343872201981398e-9
bact_ASV_17,fun_ASV_112,0.03496001065709335,turquoise,blue,4.8504749555194235e-9
bact_ASV_17,fun_ASV_55,0.03496001065709335,turquoise,blue,4.849854848774918e-9
bact_ASV_17,fun_ASV_43,0.014833356750760848,turquoise,turquoise,4.1973317074216356e-5
bact_ASV_17,fun_ASV_66,0.03496001065709335,turquoise,blue,4.84923490056467e-9
bact_ASV_17,fun_ASV_33,0.011068934074496137,turquoise,turquoise,1.2949588429220007e-6
bact_ASV_17,fun_ASV_52,0.04284946835623867,turquoise,turquoise,2.0621238665818373e-12
bact_ASV_17,fun_ASV_89,0.004094028684123163,turquoise,grey,1.554644395614785e-5
bact_ASV_17,fun_ASV_91,0.03496001065709335,turquoise,blue,4.84861511082789e-9
bact_ASV_17,fun_ASV_92,0.03496001065709335,turquoise,blue,4.847995479503822e-9
bact_ASV_17,fun_ASV_65,0.012113349687831227,turquoise,turquoise,5.347677721928083e-10
bact_ASV_17,fun_ASV_101,0.07673731487016688,turquoise,grey,1.8821909388599078e-20
bact_ASV_17,fun_ASV_109,0.03496001065709335,turquoise,blue,4.847376006531742e-9
bact_ASV_17,fun_ASV_135,0.03496001065709335,turquoise,blue,4.846756691850953e-9
bact_ASV_17,fun_ASV_83,0.03496001065709335,turquoise,blue,4.846137535400793e-9
bact_ASV_17,fun_ASV_54,0.31191322984349595,turquoise,grey,1.6881697182723468e-40
bact_ASV_17,fun_ASV_81,0.03496001065709335,turquoise,blue,4.8455185371206295e-9
bact_ASV_17,fun_ASV_70,0.03496001065709335,turquoise,blue,4.844899696949861e-9
bact_ASV_17,fun_ASV_115,0.03496001065709335,turquoise,blue,4.844281014827916e-9
bact_ASV_17,fun_ASV_108,0.07395208021813045,turquoise,grey,2.3128297784145816e-17
bact_ASV_17,fun_ASV_61,0.0037739446269557963,turquoise,turquoise,1.592066169065852e-4
