pathway	ArcTE16SAAA_S94_R1_001.fastq.gz	ArcTE16SAAB_S95_R1_001.fastq.gz	ArcTE16SABA_S96_R1_001.fastq.gz	ArcTE16SABB_S97_R1_001.fastq.gz	ArcTE16SACA_S98_R1_001.fastq.gz	ArcTE16SACC_S99_R1_001.fastq.gz	ArcTE16SADA_S100_R1_001.fastq.gz	ArcTE16SADB_S101_R1_001.fastq.gz	ArcTE16SADC_S102_R1_001.fastq.gz	ArcTE16SADD_S103_R1_001.fastq.gz	ArcTE16SAEA_S104_R1_001.fastq.gz	ArcTE16SAEB_S105_R1_001.fastq.gz	ArcTE16SAEC_S106_R1_001.fastq.gz	ArcTE16SAED_S107_R1_001.fastq.gz	ArcTE16SBAA_S108_R1_001.fastq.gz	ArcTE16SBAB_S109_R1_001.fastq.gz	ArcTE16SBAC_S110_R1_001.fastq.gz	ArcTE16SBBA_S111_R1_001.fastq.gz	ArcTE16SBBB_S112_R1_001.fastq.gz	ArcTE16SBBC_S70_R1_001.fastq.gz	ArcTE16SBBD_S71_R1_001.fastq.gz	ArcTE16SBCA_S113_R1_001.fastq.gz	ArcTE16SBCC_S72_R1_001.fastq.gz	ArcTE16SBCD_S73_R1_001.fastq.gz	ArcTE16SBDA_S114_R1_001.fastq.gz	ArcTE16SBDB_S115_R1_001.fastq.gz	ArcTE16SBDC_S74_R1_001.fastq.gz	ArcTE16SBDD_S75_R1_001.fastq.gz	ArcTE16SBEA_S116_R1_001.fastq.gz	ArcTE16SBEB_S117_R1_001.fastq.gz	ArcTE16SBEC_S69_R1_001.fastq.gz	ArcTE16SBED_S77_R1_001.fastq.gz	ArcTE16SCAA_S119_R1_001.fastq.gz	ArcTE16SCAB_S120_R1_001.fastq.gz	ArcTE16SCAC_S121_R1_001.fastq.gz	ArcTE16SCBA_S122_R1_001.fastq.gz	ArcTE16SCBB_S123_R1_001.fastq.gz	ArcTE16SCCB_S124_R1_001.fastq.gz	ArcTE16SCCD_S125_R1_001.fastq.gz	ArcTE16SCDA_S126_R1_001.fastq.gz	ArcTE16SCDB_S127_R1_001.fastq.gz	ArcTE16SCDC_S128_R1_001.fastq.gz	ArcTE16SCEA_S84_R1_001.fastq.gz	ArcTE16SCEB_S85_R1_001.fastq.gz	ArcTE16SDAA_S86_R1_001.fastq.gz	ArcTE16SDAB_S87_R1_001.fastq.gz	ArcTE16SDAC_S76_R1_001.fastq.gz	ArcTE16SDBA_S88_R1_001.fastq.gz	ArcTE16SDBB_S89_R1_001.fastq.gz	ArcTE16SDBC_S90_R1_001.fastq.gz	ArcTE16SDBD_S66_R1_001.fastq.gz	ArcTE16SDCB_S91_R1_001.fastq.gz	ArcTE16SDCC_S67_R1_001.fastq.gz	ArcTE16SDCD_S68_R1_001.fastq.gz	ArcTE16SDDA_S92_R1_001.fastq.gz	ArcTE16SDDB_S129_R1_001.fastq.gz	ArcTE16SDEA_S130_R1_001.fastq.gz	ArcTE16SDEB_S131_R1_001.fastq.gz	ArcTE16SDEC_S78_R1_001.fastq.gz	ArcTE16SEAA_S132_R1_001.fastq.gz	ArcTE16SEAB_S133_R1_001.fastq.gz	ArcTE16SEAC_S134_R1_001.fastq.gz	ArcTE16SEAD_S135_R1_001.fastq.gz	ArcTE16SEBA_S136_R1_001.fastq.gz	ArcTE16SEBB_S137_R1_001.fastq.gz	ArcTE16SEBC_S79_R1_001.fastq.gz	ArcTE16SEBD_S80_R1_001.fastq.gz	ArcTE16SEDA_S81_R1_001.fastq.gz	ArcTE16SEDB_S138_R1_001.fastq.gz	ArcTE16SEDC_S82_R1_001.fastq.gz	ArcTE16SEEA_S139_R1_001.fastq.gz	ArcTE16SEEB_S140_R1_001.fastq.gz	ArcTE16SEED_S83_R1_001.fastq.gz	ArcTEBLANK1_S93_R1_001.fastq.gz	ArcTEBLANK2_S118_R1_001.fastq.gz	ArcTEBLANK3_S141_R1_001.fastq.gz
P163-PWY	0.0	0.0	6.371095161624236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.562724376667624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P221-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.78745559230675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P23-PWY	1909.5691251952946	91.19685256463576	1143.3713651463797	27.68348218042767	2471.750249931158	952.4666322471537	0.0	1234.088127472396	485.51972941387675	1543.7293066490518	1601.975602073286	885.5206151403939	2083.4290955507927	266.5823636914152	1160.175482527181	0.0	458.146354338607	0.0	439.66249010615655	627.4564977763964	207.9036450982302	94.5123353081498	290.13591789560866	0.0	524.2651585552507	790.7784641984468	1184.3929359614494	74.87549044782901	209.01042583467895	1223.523005154588	0.0	0.0	310.9960074497465	27.5632607813931	0.0	214.64676567329536	0.0	908.6540571525784	940.1800058942181	13.911212141051214	0.0	0.0	1129.27894423092	1416.2609588926687	1400.803026862493	120.92681466493299	0.0	296.3145222072753	1295.6197343622734	1142.1505465067837	769.5994033853945	490.3400964796901	702.3623108121506	643.4312742373363	741.8320196750772	1186.556003563862	51.36315095245419	0.0	441.7228920764974	352.33152269334795	544.131773134516	2419.2553234487796	0.0	820.8241191740938	1089.2268039359842	192.40643538521135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P241-PWY	424.20000000000005	1371.9999999999998	495.15743073047855	793.0999999999999	0.0	37.1	8.399999999999999	77.0	102.2	25.2	0.0	169.4	172.2	11.2	28.7	56.7	213.5	26.6	52.711055276381906	325.5	126.7	713.3000000000001	0.0	30.799999999999997	320.6000000000001	508.82581322140607	0.0	0.0	538.3	627.2	133.7	46.900000000000006	596.4	393.4	301.0	110.6	259.0	50.4	0.0	0.0	44.8	0.0	0.0	82.6	752.5	750.4000000000001	863.8000000000002	130.2	658.7	689.4999999999999	438.20000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	368.90000000000003	734.9999999999999	878.5	581.6999999999999	373.09999999999997	1599.5	697.1555555555557	322.7	0.0	0.0	74.2	0.0	65.1	0.0	0.0	0.0	0.0
P261-PWY	350.38107752956637	52.57103171647589	272.8731116824647	0.0	0.0	34.85524636201174	0.0	72.75441366441798	96.52064508749858	23.911547911547913	0.0	159.55947296683325	161.33280444268146	0.0	27.284398061220028	53.82042123414214	190.1969921626774	25.23282522447275	48.76273835573617	0.0	21.190243902439025	0.0	0.0	29.240586375395225	0.0	0.0	0.0	0.0	0.0	0.0	125.01155131264917	38.36631578947369	0.0	0.0	0.0	0.0	0.0	47.7744714173845	0.0	0.0	36.617660829665695	0.0	0.0	77.77013714506471	32.95761947700631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	678.316995928216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.54295246038366	0.0	58.46040515653775	0.0	0.0	0.0	0.0
P281-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.631578947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY	0.0	186.90121121481835	47.561191341035	0.0	39.536540028623	0.0	293.7189571510975	106.48935995089188	37.50307054943381	0.0	0.0	0.0	129.85824672142866	0.0	0.0	0.0	0.0	0.0	26.7406360249647	315.6962189605344	46.911426461236694	0.0	177.77779964673738	0.0	0.0	258.6949410573935	0.0	70.11224716633626	0.0	0.0	0.0	0.0	378.7301896964602	31.849063731705336	0.0	0.0	0.0	0.0	0.0	15.616479445498788	0.0	0.0	0.0	0.0	133.50010914205416	0.0	0.0	0.0	0.0	70.32072902387002	0.0	306.01788700652384	0.0	0.0	0.0	0.0	0.0	0.0	104.6758951792389	0.0	0.0	0.0	0.0	0.0	0.0	116.82918037582894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	576.4030666610488
P42-PWY	10000.483477252295	122.8255655837802	2023.7529749851572	1609.71322393895	4942.296282926875	2202.5498387937364	5679.124035983692	5184.247942953845	5165.045008894626	6884.624434669195	5590.228678116988	7299.712037376512	5215.606118994279	3959.0562273991354	7748.347596268339	3845.7403927298237	5909.545800092448	4623.6063475844385	2201.327205639142	1204.8554160674532	461.37262531986795	2301.9838840720518	2563.3626473354343	5056.643347618483	1154.2083244472462	1496.7114633761132	3228.4071910411863	2853.121093837339	1955.8959655368938	3406.5604439704325	8144.452593163136	1343.6597270702894	1941.94691302933	1695.2292717532168	1368.6493003421228	517.8954583542833	1165.116146977899	3802.464523666934	2990.399713525406	2589.7387625683164	1868.9840998646978	5023.74369635278	3944.5285223464625	4061.196804395347	2781.1125549296466	2815.5396032023273	1615.4373600136912	2336.416156359946	5488.797313411307	2278.0420476043614	1403.0948262821094	1948.8317188859241	2745.39444162438	1293.366293245325	2744.9973082020488	3398.944460150762	1239.2847906771444	599.4017876341993	1116.5457314777418	1622.7605517030047	2413.8963588232737	3873.8391559993483	2185.521185974972	4051.3219982750825	2155.617696197498	1429.1447435177768	618.8796358020079	1453.6911998325643	1531.0694068442147	1302.438010453856	612.185868998485	1635.4342448368368	316.5	0.0	0.0	322.1075925392172
P461-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.98425777806702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P562-PWY	0.0	0.0	3.2727272727272734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	4.363636363636363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.071428571428573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	0.0	35.78414390406396	5.929399906202533	0.0	9.972837830950555	0.0	105.40342804555391	27.639640424076553	9.953526410538764	0.0	0.0	0.0	33.658075997683234	0.0	0.0	0.0	0.0	0.0	6.938226964091118	57.06642126346559	7.991989987484357	0.0	48.81537970805248	0.0	0.0	47.673839184597966	0.0	21.303708267205955	0.0	0.0	0.0	0.0	67.72639053254439	6.397563992768103	0.0	0.0	0.0	0.0	0.0	3.9814273545671672	0.0	0.0	0.0	0.0	27.165597157896695	0.0	0.0	0.0	0.0	17.533330091072294	7.947778289936543	181.36505819672672	0.0	3.9821546859911088	0.0	0.0	0.0	0.0	27.514747108950704	0.0	0.0	0.0	0.0	0.0	0.0	21.789418175426263	0.0	9.874668207429547	5.307317073170732	7.633644169513434	0.0	0.0	0.0	0.0	0.0	1115.387785448752
PANTOSYN-PWY	0.0	59.27988301647589	8.919429266409177	0.0	14.937775720223174	0.0	148.37853831377694	41.25676910266391	14.786252899469327	0.0	0.0	0.0	50.209014049773636	0.0	0.0	0.0	0.0	0.0	10.351517742876458	94.85311788786409	13.421864628119392	0.0	72.0470583670885	0.0	0.0	79.14139205624518	0.0	30.824380666206743	0.0	0.0	0.0	0.0	112.75310079133955	10.273645101699275	0.0	0.0	0.0	0.0	0.0	5.956288163075434	0.0	0.0	0.0	0.0	43.514571106101414	0.0	0.0	0.0	0.0	26.40898000751857	11.919111695905702	164.21560882128676	0.0	5.965640327860471	0.0	0.0	0.0	0.0	40.81053073180052	0.0	0.0	0.0	0.0	0.0	0.0	35.74850334896159	0.0	11.14439191079646	7.164182700754475	11.304657623366342	0.0	0.0	0.0	0.0	0.0	1127.190114771122
PENTOSE-P-PWY	0.0	0.0	7.971868288091179	0.0	13.31370209576674	0.0	0.0	34.224758594039635	12.9314713117821	0.0	0.0	0.0	43.31035306624488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.471578987884456	0.0	30.22660804194346	0.0	0.0	0.0	0.0	129.7240994687655	10.606372443786407	0.0	0.0	0.0	0.0	0.0	3.992720868584922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.723477309250306	0.0	132.18331216055577	0.0	3.9953311517838346	0.0	0.0	0.0	0.0	27.819911699384793	0.0	0.0	0.0	0.0	0.0	0.0	74.25478140834228	0.0	0.0	7.097593420896626	8.905142006317023	0.0	0.0	0.0	0.0	0.0	1459.8333052633366
PEPTIDOGLYCANSYN-PWY	0.0	31.697222440789997	4.955827556086289	0.0	7.677284658158757	0.0	69.45796460176992	19.81013220695172	7.102263511979292	0.0	0.0	0.0	24.110311997610317	0.0	0.0	0.0	0.0	0.0	4.969485701529901	47.66267962688031	7.054802648755132	0.0	32.62097533421201	0.0	0.0	39.84644913627639	0.0	13.712956159686502	0.0	0.0	0.0	0.0	56.49399533966661	4.44348343153684	0.0	0.0	0.0	0.0	0.0	2.4983164983164983	0.0	0.0	0.0	0.0	21.234664855456973	0.0	0.0	0.0	0.0	9.989832231825114	4.442464074857971	78.10360682538061	0.0	2.8486280957763848	0.0	0.0	0.0	0.0	19.438848316964666	0.0	0.0	0.0	0.0	0.0	0.0	17.635650562427273	0.0	6.238003838771594	4.981684981684981	5.624928834402398	0.0	0.0	0.0	0.0	0.0	1206.5
PHOSLIPSYN-PWY	0.0	38.422258826899665	4.280510018214938	0.0	0.0	0.0	70.0	22.38372093023256	8.242358078602619	0.0	0.0	0.0	27.73573200992556	0.0	0.0	0.0	0.0	0.0	5.746822033898305	69.52364394993046	8.493565480696443	0.0	30.626780626780626	0.0	0.0	59.05759162303666	0.0	14.347826086956522	0.0	0.0	0.0	0.0	83.42934782608695	7.041260626166287	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	24.178171398801773	0.0	0.0	0.0	0.0	14.954864593781345	5.703938433680398	57.77777777777777	0.0	2.2222222222222223	0.0	0.0	0.0	0.0	17.5	0.0	0.0	0.0	0.0	0.0	0.0	24.077277970011533	0.0	6.25	5.0	6.583850931677019	0.0	0.0	0.0	0.0	0.0	1520.1721077997572
POLYAMSYN-PWY	0.0	45.46934921482614	8.002807576497776	0.0	0.0	0.0	144.96924555714574	37.45333595000397	29.361719141617357	0.0	0.0	0.0	93.15222776813648	0.0	0.0	0.0	0.0	0.0	10.099720912223889	0.0	10.008482347688052	0.0	71.4170025645119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.54933644049574	0.0	0.0	0.0	0.0	28.743179040251615	0.0	0.0	0.0	0.0	49.313537022926376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.51005684458883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.635036507717157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLYISOPRENSYN-PWY	7471.210457095348	1839.715519431039	5460.455507638521	3776.977105480445	4334.873817316839	3855.258252495386	4337.829608355641	3973.3105105398836	3742.768137788948	5186.387566101706	4534.59634464752	5397.738967570466	4137.615353049848	3292.541332294507	5680.40929052851	3547.1310007333745	3588.411291400727	3277.358991931793	1622.883321160482	3892.2406713177193	2326.3944747875316	5054.264917071292	1869.5589594135502	3510.447502349355	3088.855527832322	2634.1536660325587	2414.2996655518396	2376.5622578923476	5984.643160753495	5453.80341017687	6065.693844301275	880.3463607740958	5302.62013804971	6339.025340692916	6566.159591179922	4919.163921486742	5586.9791290842095	2951.0177265340703	2073.31136738056	1992.2701769710773	1442.6772051307125	3807.2159630785936	3022.7744165946415	3034.7322170779585	7514.160031556542	6982.836951313042	4342.413403495773	2035.049528564723	5503.384775941513	3155.4260017755573	3771.867513486522	1428.9723483285184	2209.8188052222076	1452.9993117687543	2484.929876753081	4774.965986394558	1582.653273294077	738.0	1790.27551648812	6728.376500072595	5438.475152605546	7944.243713896172	6614.581817146504	6892.010037100419	7324.448347055639	4787.081001321489	470.7368155580716	1122.0969068888005	1164.9974204643163	810.3144385496716	888.0	1167.4593066778225	210.99999999999997	0.0	0.0	1209.4607308719312
PPGPPMET-PWY	0.0	0.0	0.0	0.0	0.0	0.0	110.07157111262143	27.82631942979638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.757547796916727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.712731969274692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9985673352435525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.952760494685556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	0.0	0.0	0.0	0.0	0.0	0.0	56.0	17.484162895927604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.27494787012213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.999999999999996	0.0	0.0	0.0	0.0	0.0	11.878378378378379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.20578448937804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRPP-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.109966773117016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	377.4815802970335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.22999417917612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1269	0.0	0.0	3.0	0.0	0.0	0.0	56.0	14.0	5.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	10.9375	0.0	0.0	11.720930232558139	0.0	11.0	0.0	0.0	0.0	0.0	51.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	5.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	1117.5
PWY-1622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.692350849397815	0.0	0.0	0.0	82.45188562803703	0.0	0.0	0.0	0.0	0.0	16.995005112147528	186.1625677197936	0.0	0.0	83.77046261020176	0.0	0.0	159.58429034186685	0.0	47.96254515235757	0.0	0.0	0.0	0.0	222.09696501145388	38.733871561694166	0.0	0.0	0.0	0.0	0.0	9.845813826578668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.89182588776818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.09406904907153	0.0	0.0	0.0	0.0	0.0	0.0	48.4253603899794	0.0	0.0	11.918227705913928	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1861	5882.945395487694	1321.761697613619	6153.877136329364	4029.910384323751	3667.513020391172	4512.649705128835	1132.5294760984432	2236.5224435606688	785.1729003738179	3542.672760454811	1770.3750629968144	2542.1774655261283	3087.0420688935205	565.5564699705723	2923.9833975089186	455.17088365330636	1932.2687261499443	1165.536955978434	595.2865117980507	4435.903372966277	2843.5900903231795	5417.731874751718	1819.703503912336	1939.0485147669385	3381.925428086097	2621.37017950114	1049.9801064709568	349.0908341641588	6782.085642273174	5646.860530598223	4053.7442704493947	442.96107734783493	6038.021254763954	6789.260452951207	6753.402901191161	5577.415319799204	5904.83882675003	1365.6018080468448	1435.3133673811317	670.621809858677	283.5106660578571	1218.8961583953578	1956.738893387445	1820.8464872077805	8263.946903904738	7385.702694141563	4750.532508841778	1750.3788195515235	5346.1930079177955	2651.8789454529688	4422.396167512825	1357.0637388119565	2221.412456073041	1454.0373100328145	2259.1976664311146	5452.155131459669	1831.3496023706705	770.275953467825	2204.3739001981576	7117.247540786441	5845.582623634109	8658.935858782217	7394.045225773822	7872.420509515493	8084.9352025902435	5561.3913731710945	0.0	37.882485403289756	0.0	414.72286914797223	0.0	236.22628163380804	0.0	0.0	0.0	0.0
PWY-2941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.80995279927051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.50167379510323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2942	4854.981033130085	1602.6395520186375	5078.938794619914	3544.3457697464246	3014.570546758887	3486.901378465951	1433.4375052136284	1908.3547293628228	1543.774941493528	3288.798346639819	1732.829410471455	2515.6526694438794	2753.167557734682	698.3841980156665	2883.8231443371687	768.9563275528105	1754.115273410931	1096.9815072788747	632.0204132370868	3700.406735252075	2255.119511057091	4753.48206827775	1720.905131808583	2191.3491232826286	2858.977077953911	2366.673093231983	734.0108192293517	407.43627300193737	5694.315367518661	4822.240315389463	3393.0717018053606	596.8548701793987	5088.05479358759	5952.347968110551	6079.440702681256	4655.2014239131295	5216.558629247578	1336.7929473762183	1277.263667094591	663.9324014548758	365.108485881031	1067.445386866499	1561.4856531884698	1719.6564306894895	6908.296874059309	6543.8579733121505	4095.749313154692	1433.516929991742	4997.502242548558	2794.4861104522697	3678.938668888374	1242.27301791126	2013.5910255019623	1135.521978342727	1773.8935760867896	4279.770458003648	1497.8429141711367	603.9421182266011	1743.1112759609841	6289.821896899608	5082.012313805325	7239.008033251094	6287.390473771246	6361.66063744394	6928.869132926494	4589.610417497523	399.3050608163038	500.30432293205297	11.916311339477806	152.11596349447288	0.0	129.09116571351092	0.0	0.0	0.0	1423.382319215519
PWY-3001	9945.675653710126	1877.062677353755	6828.3077568997915	4555.4892531773785	5444.325324720238	4628.492678156394	5513.19475795865	4938.477371039843	4754.1587702111765	6434.418856189877	5806.0369095027	6776.183227951432	5242.276147126387	4117.4987204512545	7170.723946192783	4501.039691526226	5125.399180448953	4061.7667756760684	2020.7521494823245	4887.076300929221	2808.1522190322708	6398.785160264419	2493.7296860505267	4525.175717557282	3858.87578218539	3257.8576144462418	3118.405102485432	2971.863710670628	7539.066797615874	6864.493474638054	7563.747168715833	1106.9570442104757	6508.523198927996	8673.23204777111	9638.788468992463	6567.465076001068	7916.2410704986	3721.3377464153064	2726.453615678596	2495.9254514401096	1777.2417543971299	4748.808268633186	3771.791946186003	3814.083474148987	9354.298151911666	9212.95261575452	5042.667591883611	2508.468359352543	7164.688265113746	4322.574107286472	4450.139927289735	1897.965579554767	2923.286139917337	1766.1328736878925	3066.0841734671844	5794.877775289902	1980.5602194327926	878.4708226568965	2238.0310211709684	9417.353453515516	6841.041705032444	9867.36024475789	8472.018610372686	8416.63079582427	8454.560509385727	5650.653819831085	694.1275606566903	1478.9586768819	1413.3018542633558	1104.0868788826156	1115.9561947697034	1380.1408750366004	248.23529411764702	0.0	0.0	1573.3341045083232
PWY-3781	4942.478101328267	80.73199624198358	572.2957406711164	6.399662303656288	4040.545856598168	1357.0968201348746	6591.940849209837	4839.955673600848	5191.25476197668	5562.587229046347	6200.630181609677	6613.340758988774	4124.618321359632	4898.828289141847	6993.631233366126	5226.688372927087	2797.0420109165166	4439.251816317875	2144.661723822111	446.14819899293775	57.65055032953403	22.39717573527922	1205.7152287447825	4037.524293697013	237.89492243597948	483.7149745955299	3034.4313389299673	3658.8095034144726	52.78735987609428	1153.4211621335087	6170.110449029953	942.7738408203477	178.33290417316744	12.799341650566895	0.0	110.8071990050256	0.0	3772.274601016104	2006.6111984965169	2815.511120691311	2067.5843343205765	5256.928023491624	3346.4737124133476	3419.4064428499414	924.6557769115625	28.796791741705505	0.0	1404.6455780273698	1515.2397326311223	553.9068386650765	122.79600342830294	1330.0311614987882	1231.256645105065	1057.9274043453063	1945.7724261028432	1886.4628832507788	523.1103588711359	464.57188583622303	434.4566720872823	56.87687086001177	155.07462972447422	1124.106119192951	0.0	1441.2960764259296	89.0075571118871	89.95075329223361	0.0	1611.1458902137404	1859.5561420283652	832.3481255023906	1438.0566801619432	1700.1908032391048	324.6153846153846	0.0	0.0	3879.6637833483574
PWY-4361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.196384483407961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.39125886904687	0.0	0.0	0.0	0.0	0.0	0.0	61.99701937406855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
