pathway	ArcTE16SAAA_S94_R1_001.fastq.gz	ArcTE16SAAB_S95_R1_001.fastq.gz	ArcTE16SABA_S96_R1_001.fastq.gz	ArcTE16SABB_S97_R1_001.fastq.gz	ArcTE16SACA_S98_R1_001.fastq.gz	ArcTE16SACC_S99_R1_001.fastq.gz	ArcTE16SADA_S100_R1_001.fastq.gz	ArcTE16SADB_S101_R1_001.fastq.gz	ArcTE16SADC_S102_R1_001.fastq.gz	ArcTE16SADD_S103_R1_001.fastq.gz	ArcTE16SAEA_S104_R1_001.fastq.gz	ArcTE16SAEB_S105_R1_001.fastq.gz	ArcTE16SAEC_S106_R1_001.fastq.gz	ArcTE16SAED_S107_R1_001.fastq.gz	ArcTE16SBAA_S108_R1_001.fastq.gz	ArcTE16SBAB_S109_R1_001.fastq.gz	ArcTE16SBAC_S110_R1_001.fastq.gz	ArcTE16SBBA_S111_R1_001.fastq.gz	ArcTE16SBBB_S112_R1_001.fastq.gz	ArcTE16SBBC_S70_R1_001.fastq.gz	ArcTE16SBBD_S71_R1_001.fastq.gz	ArcTE16SBCA_S113_R1_001.fastq.gz	ArcTE16SBCC_S72_R1_001.fastq.gz	ArcTE16SBCD_S73_R1_001.fastq.gz	ArcTE16SBDA_S114_R1_001.fastq.gz	ArcTE16SBDB_S115_R1_001.fastq.gz	ArcTE16SBDC_S74_R1_001.fastq.gz	ArcTE16SBDD_S75_R1_001.fastq.gz	ArcTE16SBEA_S116_R1_001.fastq.gz	ArcTE16SBEB_S117_R1_001.fastq.gz	ArcTE16SBEC_S69_R1_001.fastq.gz	ArcTE16SBED_S77_R1_001.fastq.gz	ArcTE16SCAA_S119_R1_001.fastq.gz	ArcTE16SCAB_S120_R1_001.fastq.gz	ArcTE16SCAC_S121_R1_001.fastq.gz	ArcTE16SCBA_S122_R1_001.fastq.gz	ArcTE16SCBB_S123_R1_001.fastq.gz	ArcTE16SCCB_S124_R1_001.fastq.gz	ArcTE16SCCD_S125_R1_001.fastq.gz	ArcTE16SCDA_S126_R1_001.fastq.gz	ArcTE16SCDB_S127_R1_001.fastq.gz	ArcTE16SCDC_S128_R1_001.fastq.gz	ArcTE16SCEA_S84_R1_001.fastq.gz	ArcTE16SCEB_S85_R1_001.fastq.gz	ArcTE16SDAA_S86_R1_001.fastq.gz	ArcTE16SDAB_S87_R1_001.fastq.gz	ArcTE16SDAC_S76_R1_001.fastq.gz	ArcTE16SDBA_S88_R1_001.fastq.gz	ArcTE16SDBB_S89_R1_001.fastq.gz	ArcTE16SDBC_S90_R1_001.fastq.gz	ArcTE16SDBD_S66_R1_001.fastq.gz	ArcTE16SDCB_S91_R1_001.fastq.gz	ArcTE16SDCC_S67_R1_001.fastq.gz	ArcTE16SDCD_S68_R1_001.fastq.gz	ArcTE16SDDA_S92_R1_001.fastq.gz	ArcTE16SDDB_S129_R1_001.fastq.gz	ArcTE16SDEA_S130_R1_001.fastq.gz	ArcTE16SDEB_S131_R1_001.fastq.gz	ArcTE16SDEC_S78_R1_001.fastq.gz	ArcTE16SEAA_S132_R1_001.fastq.gz	ArcTE16SEAB_S133_R1_001.fastq.gz	ArcTE16SEAC_S134_R1_001.fastq.gz	ArcTE16SEAD_S135_R1_001.fastq.gz	ArcTE16SEBA_S136_R1_001.fastq.gz	ArcTE16SEBB_S137_R1_001.fastq.gz	ArcTE16SEBC_S79_R1_001.fastq.gz	ArcTE16SEBD_S80_R1_001.fastq.gz	ArcTE16SEDA_S81_R1_001.fastq.gz	ArcTE16SEDB_S138_R1_001.fastq.gz	ArcTE16SEDC_S82_R1_001.fastq.gz	ArcTE16SEEA_S139_R1_001.fastq.gz	ArcTE16SEEB_S140_R1_001.fastq.gz	ArcTE16SEED_S83_R1_001.fastq.gz	ArcTEBLANK1_S93_R1_001.fastq.gz	ArcTEBLANK2_S118_R1_001.fastq.gz	ArcTEBLANK3_S141_R1_001.fastq.gz
1CMET2-PWY	745.4544146847192	85.64490020721911	549.4895411197446	0.0	17.396775560390537	88.85445681627809	127.73502058167912	204.71254459803905	175.07192929047056	60.73770597059925	0.0	287.9867030845905	402.9616892675397	0.0	67.6786299921037	0.0	202.0958402491228	0.0	106.83649162827606	240.54252227686865	20.188971128111206	0.0	75.34775139183873	0.0	0.0	114.08548284518857	0.0	25.456455656359086	0.0	0.0	0.0	0.0	163.85204622337838	40.83249730712639	0.0	0.0	0.0	111.25669106668163	0.0	4.658064951613133	0.0	0.0	0.0	181.65366701307585	58.135777528032285	0.0	0.0	0.0	0.0	30.718979994634648	13.845117152630117	124.07859944391559	0.0	0.0	0.0	0.0	0.0	0.0	46.75693932099725	0.0	0.0	1345.3589432046758	0.0	0.0	0.0	84.14459704671867	0.0	11.589785603803453	9.244053179316692	13.270606051944936	0.0	0.0	0.0	0.0	0.0	1122.425390505137
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.685788787483702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANAEROFRUCAT-PWY	0.0	156.78834631470295	19.399813563191106	0.0	25.81326157402551	0.0	0.0	82.83845076503255	30.639890383757013	0.0	0.0	0.0	103.59529994245855	0.0	0.0	0.0	0.0	0.0	21.601943650620896	253.54469387468228	37.78836385260442	0.0	102.90196076020747	0.0	0.0	213.46633108029548	0.0	0.0	0.0	0.0	0.0	0.0	306.1689659712669	25.831145136639176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212.5321100355863	0.0	0.0	0.0	0.0	57.40895961225106	0.0	244.78783738611168	0.0	10.31635299439776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.92622321939254	0.0	0.0	0.0	16.858765943185826	0.0	0.0	0.0	0.0	0.0	0.0
ANAGLYCOLYSIS-PWY	0.0	364.9409136066733	53.051611944046655	0.0	29.734934626478488	0.0	222.23496081589576	107.01014385057998	40.95763974414863	0.0	0.0	0.0	137.11946777652344	34.24164355145074	0.0	0.0	0.0	0.0	28.91250138458397	328.70089446788285	96.82820719730383	0.0	106.72944542875581	0.0	0.0	280.04760079197456	0.0	44.727098145027504	0.0	0.0	0.0	0.0	402.05023824269114	104.35154740741977	0.0	0.0	0.0	0.0	0.0	8.89105984577261	0.0	0.0	0.0	0.0	286.45264628899264	0.0	0.0	0.0	0.0	78.55964402590467	35.426006741642034	412.40328519916335	0.0	11.876159251525584	0.0	0.0	0.0	0.0	60.528495674444855	0.0	0.0	0.0	0.0	0.0	0.0	209.1332525771939	0.0	14.787508979214632	8.963114087525218	17.410288710144215	0.0	0.0	0.0	0.0	0.0	1251.6370343760616
ARG+POLYAMINE-SYN	0.0	88.30166347920648	15.98165172855902	0.0	0.0	0.0	257.31222014075615	73.706420466789	56.379244478347886	0.0	0.0	0.0	180.52940434538436	0.0	0.0	0.0	0.0	0.0	19.887252304550042	0.0	19.931440278564093	0.0	136.71156961961137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.739033181460332	0.0	0.0	0.0	0.0	57.26102042108925	0.0	0.0	0.0	0.0	97.00905258943261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.79143515173263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARGORNPROST-PWY	0.0	0.0	0.0	0.0	9.907775642791002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.57409142929914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARGSYN-PWY	5500.967892076792	1523.744680851064	5337.437200299982	3633.7713111707594	3378.2885716692617	3698.6327498685	1143.3227676156225	2299.9775305507665	706.1666737361548	3362.1198470305576	1790.6317068695275	2579.4658990536263	2911.9596756058445	564.2192518640112	2847.777867949364	389.8165189889409	1901.7764901459068	1224.756934338461	643.3774524293273	3866.149815813669	2332.816521421221	4988.071095172837	1594.7134932025203	1766.1660994732058	3023.5260274962607	2497.324380167635	968.2866418710692	377.0863418980815	5975.936774682363	5136.270004169977	3816.873530471394	435.4642953402453	5273.048768092755	6442.208709655728	6733.527656743007	5006.662261613869	5713.804000039625	1398.652632617111	1272.1138894698488	730.2329105675921	361.1403356868794	1247.498648609945	1893.3526669167577	1777.5550172044661	7305.303954976188	6986.791937473805	4184.476255282163	1604.664576261563	5075.843799963494	2956.6106725261143	3716.2780024337285	1199.060821599405	1925.0885141479712	1274.117127294828	2021.1127889254062	4536.360963324711	1523.3690158660677	660.1670943586724	1803.1145740208199	6845.663938311387	5342.323650526627	7661.23486581689	6633.7672835450785	6660.508921658628	6985.660591593283	4681.196442077137	439.5272246158022	23.638418744454512	18.96054997755676	222.23861232010674	0.0	194.14127666497285	0.0	0.0	0.0	1238.1396939324115
ARGSYNBSUB-PWY	4815.947435429585	1570.5263157894738	5260.872840547941	3626.064004704639	3119.4686644519047	3687.8610959041093	865.3871721266548	1958.6105564828383	521.1365788712961	2928.3832690430404	1420.2104876339456	2109.98815532546	2595.112337463874	414.49408838995254	2346.6669523208825	280.51596045035245	1530.3268571945832	964.3031260356073	511.42155272190564	3808.1780477191855	2346.50115084885	4875.4360586645	1453.9376653884958	1449.0874609333666	2950.5407730686393	2425.9275523286374	767.7271226494778	280.7732782492963	5874.471480599199	4944.20728719248	3287.9391756401187	355.3884890356927	5226.790847624592	6103.060842433697	6202.809282019647	4805.708233067201	5339.224224113034	1143.9433099392825	1078.9221091376398	573.8796313690925	272.7508952135661	966.7605695403677	1636.5183087049427	1513.6253976954008	7143.594909827421	6706.710378541594	4197.7309084901635	1464.963898659629	4767.433674265461	2735.0882397126675	3734.2393580042085	1119.5784985876767	1787.4726337178681	1232.3858072640298	1877.3414798994866	4467.398723865945	1492.5892737742583	641.8651222145872	1800.533461345419	6426.626850139715	5220.574346272614	7516.159799927737	6475.315144567805	6556.833214813722	7068.464177888167	4727.966630120069	393.20489474834284	16.521289123794322	13.236364212092903	167.13346967640817	0.0	142.56402074968594	0.0	0.0	0.0	1294.3706732520952
ARO-PWY	0.0	118.83185840707965	15.719016393442628	0.0	17.450525839647177	0.0	190.0593201991774	48.57675222112536	17.443657422230494	0.0	0.0	0.0	58.911355854647596	0.0	0.0	0.0	0.0	0.0	12.185087055261164	146.67752151562289	27.76760569394211	0.0	85.00342387582742	0.0	0.0	122.00056027237859	0.0	50.566815043305176	0.0	0.0	0.0	0.0	174.49714229283245	13.98123022383645	0.0	0.0	0.0	0.0	0.0	6.9827874469225515	0.0	0.0	0.0	0.0	117.73822740597518	0.0	0.0	0.0	0.0	31.30807228208675	13.963551158552457	218.9473684210526	0.0	9.290734824281152	0.0	0.0	0.0	0.0	48.11359594404481	0.0	0.0	0.0	0.0	0.0	0.0	69.27249848978526	0.0	17.319289549772822	13.881033089325484	13.849137931034488	0.0	0.0	0.0	0.0	0.0	1323.1535217468177
ASPASN-PWY	0.0	35.89076196898179	11.69649500585062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.269401293966961	0.0	0.0	0.0	0.0	43.33862032236865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.985214612660852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.992744586781544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AST-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.222222222222223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.111111111111112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BIOTIN-BIOSYNTHESIS-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.898078279956934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.28214295293747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	575.9605242920292
BRANCHED-CHAIN-AA-SYN-PWY	11398.444370449854	2140.247565502572	7872.9328001861295	5307.173963291182	6164.481199841705	5144.6118824367195	6449.8270528907615	5700.241058293564	5545.835835419777	7342.586051751569	6732.395828029047	7797.299713626759	5969.5368612351585	4834.92371807641	8217.282855404072	5261.953769014868	5755.941139746755	4734.243844285746	2357.7178460087302	5540.077422059495	3171.634640126494	7160.743442850836	2707.2159916196188	5100.900024035737	4204.141542224152	3604.143382716838	3626.84911962101	3508.49376894845	8422.858956331265	7651.899990192586	8569.654740314181	1265.3051226598918	7096.506591457156	9391.855831683162	10387.654413143231	7198.138198310106	8546.766429015224	4292.689415586011	3095.7046024435044	2899.727745255514	2089.0576216346535	5525.526280733457	4332.135763195767	4399.721450332908	10359.764936115851	10087.14162070885	5394.410002084584	2817.296890595416	7676.60247099635	4701.187874031299	4725.341519403413	2070.2106174963246	3248.3054706750595	1970.0019010125561	3429.526939065075	6224.852000258675	2262.991052600949	1018.4120982986767	2433.500241435754	10219.266776082552	7587.333990687526	10898.931219305563	9414.22679841511	9303.180195020852	9534.701375509414	6417.539807725052	737.865637065637	1706.8950490602901	1696.6344954493575	1270.7075162830176	1317.507418397626	1660.3889912721743	301.4285714285714	0.0	0.0	2418.763248387362
CALVIN-PWY	9447.35004741611	1168.1252178770164	6552.382035628148	4224.87249065741	5271.784164744723	4648.126729951918	5347.421653185265	4787.200914935742	4591.393347667674	6356.246600481046	5568.395816572808	6532.396688981507	5023.894857988364	3993.0159969266233	6964.663064476297	4302.447647135848	4764.097639594503	3986.7706862488467	1952.6798689313696	4708.506058997446	2793.7839740698205	6021.460619704571	2492.178790798393	4401.3977413361445	3727.606691608408	3031.4299929657277	2971.9994544834644	2886.3869339599764	7266.6300896812245	6558.675981363034	7423.086594800493	1098.5776764069292	6328.406244710502	8180.435906881356	8866.202463783233	6345.589529690924	7398.813140082911	3573.81968235591	2633.878447644618	2428.214846107423	1728.0399842388526	4622.969833310746	3682.553332058348	3685.9748232904076	9035.403840298703	8657.92322649117	4858.314234557736	2464.1405098251767	6874.624127006323	3823.3850291379645	4443.953480876968	1872.1854557974066	2880.8610984911884	1744.559867877787	3037.7338863934324	5847.994705493051	1981.6878582251793	885.6	2254.0682691756065	8818.884124798748	6483.227045263019	9456.699451777939	8117.480572579911	8358.656038693794	8036.051096667088	5487.846634262583	0.0	1420.605510972141	1399.4396300736428	1014.465314409299	1065.6	1365.4031516952946	253.20000000000002	0.0	0.0	1478.0662548427474
CATECHOL-ORTHO-CLEAVAGE-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.666666666666668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.052631578947366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CENTFERM-PWY	0.0	0.0	6.631033804147932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COA-PWY	7188.336902407419	1202.4361744697878	2969.17260824475	1983.8241210937501	3358.2946215419183	1672.3567398750756	4355.696490020647	3581.995861498138	3821.93433616743	4561.994633465708	4382.152796725784	5125.546645956703	3593.045368106493	3268.1064382933173	5341.6655672210345	3590.3395766606322	4110.775830705797	3164.104947998739	1563.362316528398	2104.4024412296562	812.4883599722028	3109.204920195225	1666.8724985706117	3409.9035688273852	1871.1215481626439	1814.159551110027	2365.3862679022745	2371.4536256323777	3274.120723760763	3773.3788689783573	5512.491517099741	877.1882453151619	2737.465308893415	4790.762000182166	5923.190089043747	3240.875173896547	4606.255633255633	2773.915755511741	1988.2163234929296	1918.378378378378	1416.8437389770725	3693.46102931244	2672.179581344106	2772.3016580495632	4474.75013577118	4911.942932166301	2086.348943661972	1692.0680079342592	4560.348376190964	2966.1353523871385	1637.1391625615765	1283.1149382253836	1805.9087158329037	894.5561904761903	1879.6538936959207	2480.194588020675	882.8193832599119	421.5101645692159	807.6024896265561	5408.53119084849	3338.9044867854955	4712.655200690548	3912.455175553982	3679.7417798983506	3213.424101780059	1883.0730308652385	585.5	1198.0	1166.0	917.9999999999999	888.0	1146.5	210.99999999999997	0.0	0.0	1206.5
COBALSYN-PWY	0.0	47.7434351342551	6.746271381086499	0.0	0.0	0.0	99.6887116172983	25.123072399316584	8.989391521869802	0.0	0.0	0.0	30.496589439029304	0.0	0.0	0.0	0.0	0.0	6.287867418668508	76.72435585657199	10.777708301078354	0.0	32.141378952457984	0.0	0.0	64.07105312110038	0.0	19.719718811412218	0.0	0.0	0.0	0.0	91.09733288123735	7.196594520031285	0.0	0.0	0.0	0.0	0.0	3.596854750296704	0.0	0.0	0.0	0.0	30.54404321340113	0.0	0.0	0.0	0.0	16.162984813262813	0.0	90.9516239050548	0.0	0.0	0.0	0.0	0.0	0.0	25.04925005273322	0.0	0.0	0.0	0.0	0.0	0.0	26.929706123739308	0.0	8.968216933680875	7.172693045505912	7.166998546071617	0.0	0.0	0.0	0.0	0.0	1119.5135492399206
COLANSYN-PWY	0.0	0.0	9.962316130402737	0.0	0.0	0.0	0.0	0.0	16.227400946703423	0.0	0.0	0.0	53.971689943065314	0.0	0.0	0.0	0.0	0.0	11.240025299016832	133.78258302330823	0.0	0.0	61.461034455986066	0.0	0.0	113.72901066063598	0.0	30.41066357884187	0.0	0.0	0.0	0.0	161.4989413553865	13.258184238683395	0.0	0.0	0.0	0.0	0.0	4.98052650444918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.684862488025672	13.251891443447626	0.0	0.0	4.989396706978185	0.0	0.0	0.0	0.0	34.65613639010795	0.0	0.0	0.0	0.0	0.0	0.0	43.16636102542705	0.0	0.0	7.262832538865867	0.0	0.0	0.0	0.0	0.0	0.0	1379.3941383540364
COMPLETE-ARO-PWY	0.0	134.6670670189767	17.96077569882761	0.0	19.934233173363108	0.0	216.51347079632345	55.454359137275084	19.929023736880584	0.0	0.0	0.0	67.23067674121724	0.0	0.0	0.0	0.0	0.0	13.917479918067823	167.18178808659977	31.707366454252202	0.0	96.69960457551004	0.0	0.0	138.93322265446616	0.0	57.699915589027526	0.0	0.0	0.0	0.0	198.9560011943711	15.976364863737643	0.0	0.0	0.0	0.0	0.0	7.978136081469948	0.0	0.0	0.0	0.0	134.4051184321586	0.0	0.0	0.0	0.0	35.754888039750604	15.953546348707267	246.04307296689166	0.0	10.610782687855721	0.0	0.0	0.0	0.0	54.85076388800571	0.0	0.0	0.0	0.0	0.0	0.0	79.08170122143525	0.0	19.773055498246336	15.850559371192134	15.799726188147865	0.0	0.0	0.0	0.0	0.0	1402.3246017611782
CRNFORCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.655009903695104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAPLYSINESYN-PWY	3978.187863132118	1081.6898124604254	4822.842585301405	3367.978653041085	2511.6079267279856	3326.310515188716	688.085257672666	1510.2999382491384	439.326037226814	2411.4582064865394	1078.6371458455822	1654.3167274524687	2103.156603049933	324.7888098337759	1861.1412718180973	230.03064174395945	1212.6602402376716	737.5948924070054	397.6645094472927	3528.8736591201814	2196.1777471059218	4491.14281445131	1272.7602244646712	1193.0391408070564	2703.943114913633	2212.909021112748	556.2899974223506	211.2250265217376	5431.439853674565	4456.579792916059	2642.804559758015	303.3210326194895	4865.511871168086	5543.851945990787	5557.972465766792	4386.761069938818	4817.159889710832	881.9006952021005	876.9610027516615	435.8163453563639	209.34194479298085	722.9098703445762	1278.7845708149503	1211.8453612854196	6539.557904336875	6126.045603610775	3911.8128321652207	1243.4661451700447	4247.709726585396	2426.679420451233	3474.101920712763	904.6694466136234	1552.6710178603223	1043.5835847337066	1576.2020199081244	3988.0560787552276	1350.291910732751	569.4611960518678	1633.6191713674286	5807.580577411909	4800.930621363403	6804.486684490793	5968.913900329646	5996.886177411485	6569.807436180277	4435.426104484916	339.36911907264414	14.756276281256998	8.958565712808387	118.39769896828302	0.0	99.42736453724515	0.0	0.0	0.0	1342.914202944732
DENOVOPURINE2-PWY	2502.651791972456	254.86955193851216	1061.219922656855	0.0	3576.834246552576	2028.8368280539037	1580.7775912484217	2600.3862544718645	731.8557981086963	3191.035435873557	2348.606717014396	2992.929239285978	3116.418209040982	818.472539443485	3434.632698165752	395.0574391539437	1676.7128460107106	1507.5061714825795	750.755031035778	446.00023245519907	67.30716001672369	0.0	697.8270907424727	2122.797365709961	0.0	362.0810384880905	1256.1162480336104	519.1532071112209	0.0	0.0	3528.1510590139924	244.4731866759463	535.325487129988	45.71967383742884	0.0	0.0	0.0	1700.4266419089229	1424.888130712232	952.2059913362815	398.7086894838745	1650.0501393828843	2061.1839454348983	1982.9602464439206	191.15761879758458	0.0	0.0	0.0	0.0	100.46197006701179	45.52092739227398	1028.448156105727	1334.1355487559965	1106.8579653411944	1463.290450602356	2668.4600986121113	158.00358269209354	0.0	990.7512579039474	0.0	0.0	3281.1839312838338	0.0	0.0	0.0	167.17845899749335	0.0	37.34620381738135	29.918801810263258	42.326291992127906	0.0	0.0	0.0	0.0	0.0	0.0
DTDPRHAMSYN-PWY	992.3865310962057	2351.889178309653	1215.3708215913719	1739.8309038717575	9.958359107525316	102.82000786906971	80.01242879337131	202.99521192422065	212.1917829801557	68.42262484334891	0.0	347.9650236308413	429.1706315604277	14.596869940636804	74.77025922899799	101.03225806451614	401.1992722397778	49.44112030553788	114.65721291390356	854.7567215552264	335.8985923070654	1604.3246921701104	47.232133637750835	58.03243243243242	719.7623014908011	1063.4086892502114	0.0	17.114178168130486	1295.7018050782697	1399.9353511404872	246.70377343046576	84.9468669842433	1402.9848068893211	958.874188803718	748.1524636576215	297.1699244574164	646.0735728835268	120.68114834625041	0.0	2.6605504587155964	72.77738650423528	0.0	0.0	200.98114720182065	1758.992341960071	1709.5979265004817	1712.5904067647318	269.94887450487875	1302.1866344127466	1314.992896567555	950.862172604671	88.90619469026548	0.0	3.9792964295113604	0.0	0.0	0.0	0.0	27.562981085698414	908.8191372344874	1639.8298438762683	1989.5106656956098	1396.8131712103468	925.1735463735839	3381.494869920653	1617.8098548818195	502.9090909090909	0.0	4.0	119.73288814691152	0.0	101.45454545454544	0.0	0.0	0.0	1234.741932376457
FAO-PWY	0.0	29.454545454545457	0.0	0.0	14.926088849341207	0.0	162.82099902156617	41.566402085517886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.8923992696769	14.67218110579016	0.0	0.0	0.0	0.0	0.0	0.0	32.629317614864874	0.0	0.0	0.0	0.0	0.0	8.225113379677458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.91904519203283	0.0	0.0	0.0	0.0	0.0	0.0	136.2554250268686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.24177631578947	0.0	0.0	0.0	11.827765903697388	0.0	0.0	0.0	0.0	0.0	720.146934340566
FASYN-ELONG-PWY	0.0	0.0	0.0	0.0	0.0	0.0	148.48570849381716	37.25571725571726	17.13009381049288	0.0	0.0	0.0	58.108870248081395	0.0	0.0	0.0	0.0	0.0	9.322890025575449	68.05349482715116	10.224428997020855	0.0	70.35583616986253	0.0	0.0	112.69513959009906	0.0	29.27224536160545	0.0	0.0	0.0	0.0	170.82076041038022	10.657985757884028	0.0	0.0	0.0	0.0	0.0	6.852723171124719	0.0	0.0	0.0	0.0	22.618554126607563	0.0	0.0	0.0	0.0	30.751941410442576	5.326645768025078	68.72586352148274	0.0	2.664808362369338	0.0	0.0	0.0	0.0	47.49913043478261	0.0	0.0	0.0	0.0	0.0	0.0	17.406331243309374	0.0	13.312252964426877	13.682373472949392	10.640198511166252	0.0	0.0	0.0	0.0	0.0	3432.8838988901052
FASYN-INITIAL-PWY	0.0	0.0	0.0	0.0	0.0	0.0	69.82947624847746	17.485207100591715	6.24829987487079	0.0	0.0	0.0	21.225446883708287	0.0	0.0	0.0	0.0	0.0	4.997302400863231	51.559241706161146	0.0	0.0	34.56883745341007	0.0	0.0	48.904980572235964	0.0	18.31269825028139	0.0	0.0	0.0	0.0	58.84615384615385	4.615384615384616	0.0	0.0	0.0	0.0	0.0	2.499495866102037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.164267569856055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.315233785822024	0.0	0.0	0.0	0.0	0.0	0.0	17.241379310344826	0.0	6.245124044312685	4.996534996534996	4.992937853107345	0.0	0.0	0.0	0.0	0.0	1293.251132227684
